,Fi
0,0.0000007
1,0.0001857
2,0.0001038
3,0.0000924
4,0.0000828
5,0.0000779
6,0.0000742
7,0.0000715
8,0.0000692
9,0.0000673
10,0.0000657
11,0.0000644
12,0.0000631
13,0.0000620
14,0.0000611
15,0.0000602
16,0.0000594
17,0.0000586
18,0.0000579
19,0.0000573
20,0.0000567
21,0.0000561
22,0.0000556
23,0.0000551
24,0.0000546
25,0.0000542
26,0.0000537
27,0.0000533
28,0.0000529
29,0.0000526
30,0.0000522
31,0.0000519
32,0.0000516
33,0.0000513
34,0.0000510
35,0.0000507
36,0.0000504
37,0.0000501
38,0.0000499
39,0.0000496
40,0.0000494
41,0.0000492
42,0.0000489
43,0.0000487
44,0.0000485
45,0.0000483
46,0.0000481
47,0.0000479
48,0.0000477
49,0.0000475
50,0.0000473
51,0.0000472
52,0.0000470
53,0.0000468
54,0.0000467
55,0.0000465
56,0.0000463
57,0.0000462
58,0.0000460
59,0.0000459
60,0.0000457
61,0.0000456
62,0.0000455
63,0.0000453
64,0.0000452
65,0.0000451
66,0.0000449
67,0.0000448
68,0.0000447
69,0.0000446
70,0.0000445
71,0.0000443
72,0.0000442
73,0.0000441
74,0.0000440
75,0.0000439
76,0.0000438
77,0.0000437
78,0.0000436
79,0.0000435
80,0.0000434
81,0.0000433
82,0.0000432
83,0.0000431
84,0.0000430
85,0.0000429
86,0.0000428
87,0.0000427
88,0.0000426
89,0.0000425
90,0.0000424
91,0.0000424
92,0.0000423
93,0.0000422
94,0.0000421
95,0.0000420
96,0.0000419
97,0.0000419
98,0.0000418
99,0.0000417
100,0.0000416
101,0.0000415
102,0.0000415
103,0.0000414
104,0.0000413
105,0.0000413
106,0.0000412
107,0.0000411
108,0.0000410
109,0.0000410
110,0.0000409
111,0.0000408
112,0.0000408
113,0.0000407
114,0.0000406
115,0.0000406
116,0.0000405
117,0.0000404
118,0.0000404
119,0.0000403
120,0.0000403
121,0.0000402
122,0.0000401
123,0.0000401
124,0.0000400
125,0.0000400
126,0.0000399
127,0.0000398
128,0.0000398
129,0.0000397
130,0.0000397
131,0.0000396
132,0.0000395
133,0.0000395
134,0.0000394
135,0.0000394
136,0.0000393
137,0.0000393
138,0.0000392
139,0.0000392
140,0.0000391
141,0.0000391
142,0.0000390
143,0.0000390
144,0.0000389
145,0.0000389
146,0.0000388
147,0.0000388
148,0.0000387
149,0.0000387
150,0.0000386
151,0.0000386
152,0.0000385
153,0.0000385
154,0.0000384
155,0.0000384
156,0.0000383
157,0.0000383
158,0.0000382
159,0.0000382
160,0.0000382
161,0.0000381
162,0.0000381
163,0.0000380
164,0.0000380
165,0.0000379
166,0.0000379
167,0.0000379
168,0.0000378
169,0.0000378
170,0.0000377
171,0.0000377
172,0.0000376
173,0.0000376
174,0.0000376
175,0.0000375
176,0.0000375
177,0.0000374
178,0.0000374
179,0.0000374
180,0.0000373
181,0.0000373
182,0.0000372
183,0.0000372
184,0.0000372
185,0.0000371
186,0.0000371
187,0.0000370
188,0.0000370
189,0.0000370
190,0.0000369
191,0.0000369
192,0.0000369
193,0.0000368
194,0.0000368
195,0.0000368
196,0.0000367
197,0.0000367
198,0.0000366
199,0.0000366
200,0.0000366
201,0.0000365
202,0.0000365
203,0.0000365
204,0.0000364
205,0.0000364
206,0.0000364
207,0.0000363
208,0.0000363
209,0.0000363
210,0.0000362
211,0.0000362
212,0.0000362
213,0.0000361
214,0.0000361
215,0.0000361
216,0.0000360
217,0.0000360
218,0.0000360
219,0.0000359
220,0.0000359
221,0.0000359
222,0.0000358
223,0.0000358
224,0.0000358
225,0.0000357
226,0.0000357
227,0.0000357
228,0.0000356
229,0.0000356
230,0.0000356
231,0.0000356
232,0.0000355
233,0.0000355
234,0.0000355
235,0.0000354
236,0.0000354
237,0.0000354
238,0.0000353
239,0.0000353
240,0.0000353
241,0.0000353
242,0.0000352
243,0.0000352
244,0.0000352
245,0.0000351
246,0.0000351
247,0.0000351
248,0.0000351
