,Fi
0,inf
1,0.4197704
2,0.2003318
3,0.1360826
4,0.1034688
5,0.0836526
6,0.0702803
7,0.0606350
8,0.0533412
9,0.0476279
10,0.0430277
11,0.0392414
12,0.0360686
13,0.0333702
14,0.0310462
15,0.0290231
16,0.0272456
17,0.0256714
18,0.0242672
19,0.0230069
20,0.0218693
21,0.0208373
22,0.0198967
23,0.0190360
24,0.0182454
25,0.0175165
26,0.0168425
27,0.0162173
28,0.0156357
29,0.0150934
30,0.0145864
31,0.0141114
32,0.0136654
33,0.0132457
34,0.0128501
35,0.0124765
36,0.0121231
37,0.0117883
38,0.0114706
39,0.0111686
40,0.0108812
41,0.0106074
42,0.0103461
43,0.0100965
44,0.0098578
45,0.0096292
46,0.0094102
47,0.0092000
48,0.0089982
49,0.0088042
50,0.0086176
51,0.0084379
52,0.0082648
53,0.0080978
54,0.0079366
55,0.0077810
56,0.0076306
57,0.0074851
58,0.0073443
59,0.0072080
60,0.0070760
61,0.0069479
62,0.0068238
63,0.0067033
64,0.0065863
65,0.0064727
66,0.0063623
67,0.0062549
68,0.0061505
69,0.0060489
70,0.0059500
71,0.0058536
72,0.0057598
73,0.0056684
74,0.0055792
75,0.0054923
76,0.0054075
77,0.0053247
78,0.0052439
79,0.0051651
80,0.0050880
81,0.0050128
82,0.0049392
83,0.0048673
84,0.0047971
85,0.0047283
86,0.0046611
87,0.0045953
88,0.0045309
89,0.0044679
90,0.0044062
91,0.0043458
92,0.0042866
93,0.0042286
94,0.0041719
95,0.0041162
96,0.0040616
97,0.0040081
98,0.0039557
99,0.0039043
100,0.0038538
101,0.0038043
102,0.0037558
103,0.0037081
104,0.0036613
105,0.0036154
106,0.0035704
107,0.0035261
108,0.0034827
109,0.0034400
110,0.0033981
111,0.0033569
112,0.0033164
113,0.0032767
114,0.0032376
115,0.0031992
116,0.0031615
117,0.0031244
118,0.0030879
119,0.0030520
120,0.0030167
121,0.0029820
122,0.0029479
123,0.0029143
124,0.0028813
125,0.0028488
126,0.0028168
127,0.0027854
128,0.0027544
129,0.0027239
130,0.0026939
131,0.0026644
132,0.0026353
133,0.0026067
134,0.0025785
135,0.0025507
136,0.0025234
137,0.0024964
138,0.0024699
139,0.0024438
140,0.0024180
141,0.0023927
142,0.0023677
143,0.0023431
144,0.0023188
145,0.0022949
146,0.0022713
147,0.0022481
148,0.0022252
149,0.0022026
150,0.0021804
151,0.0021584
152,0.0021368
153,0.0021155
154,0.0020944
155,0.0020737
156,0.0020532
157,0.0020331
158,0.0020132
159,0.0019935
160,0.0019742
161,0.0019551
162,0.0019362
163,0.0019176
164,0.0018993
165,0.0018812
166,0.0018633
167,0.0018457
168,0.0018283
169,0.0018111
170,0.0017942
171,0.0017774
172,0.0017609
173,0.0017446
174,0.0017285
175,0.0017127
176,0.0016970
177,0.0016815
178,0.0016662
179,0.0016511
180,0.0016362
181,0.0016215
182,0.0016069
183,0.0015926
184,0.0015784
185,0.0015644
186,0.0015505
187,0.0015369
188,0.0015234
189,0.0015100
190,0.0014968
191,0.0014838
192,0.0014710
193,0.0014582
194,0.0014457
195,0.0014333
196,0.0014210
197,0.0014089
198,0.0013969
199,0.0013851
200,0.0013734
201,0.0013618
202,0.0013504
203,0.0013391
204,0.0013279
205,0.0013169
206,0.0013060
207,0.0012952
208,0.0012845
209,0.0012740
210,0.0012636
211,0.0012532
212,0.0012431
213,0.0012330
214,0.0012230
215,0.0012131
216,0.0012034
217,0.0011938
218,0.0011842
219,0.0011748
220,0.0011655
221,0.0011563
222,0.0011471
223,0.0011381
224,0.0011292
225,0.0011203
226,0.0011116
227,0.0011030
228,0.0010944
229,0.0010860
230,0.0010776
231,0.0010693
232,0.0010611
233,0.0010530
234,0.0010450
235,0.0010370
236,0.0010292
237,0.0010214
238,0.0010137
239,0.0010061
240,0.0009986
241,0.0009911
242,0.0009837
243,0.0009764
244,0.0009692
245,0.0009620
246,0.0009549
247,0.0009479
248,0.0009410
249,0.0009341
250,0.0009273
251,0.0009206
252,0.0009139
253,0.0009073
254,0.0009008
255,0.0008943
256,0.0008879
257,0.0008815
258,0.0008752
259,0.0008690
260,0.0008628
261,0.0008567
262,0.0008507
263,0.0008447
264,0.0008388
265,0.0008329
266,0.0008271
267,0.0008213
268,0.0008156
269,0.0008100
270,0.0008044
271,0.0007989
272,0.0007934
273,0.0007879
274,0.0007825
275,0.0007772
276,0.0007719
277,0.0007667
278,0.0007615
279,0.0007564
280,0.0007513
281,0.0007462
282,0.0007412
283,0.0007363
284,0.0007314
285,0.0007265
286,0.0007217
287,0.0007169
288,0.0007122
289,0.0007075
290,0.0007028
291,0.0006982
292,0.0006937
293,0.0006891
294,0.0006847
295,0.0006802
296,0.0006758
297,0.0006715
298,0.0006671
299,0.0006629
300,0.0006586
301,0.0006544
302,0.0006502
303,0.0006461
304,0.0006420
305,0.0006379
306,0.0006339
307,0.0006299
308,0.0006260
309,0.0006220
310,0.0006181
311,0.0006143
312,0.0006105
313,0.0006067
314,0.0006029
315,0.0005992
316,0.0005955
317,0.0005918
318,0.0005882
319,0.0005846
320,0.0005810
321,0.0005775
322,0.0005740
323,0.0005705
324,0.0005671
325,0.0005636
326,0.0005603
327,0.0005569
328,0.0005536
329,0.0005502
330,0.0005470
331,0.0005437
332,0.0005405
333,0.0005373
334,0.0005341
335,0.0005310
336,0.0005278
337,0.0005248
338,0.0005217
339,0.0005186
340,0.0005156
341,0.0005126
342,0.0005097
343,0.0005067
344,0.0005038
345,0.0005009
346,0.0004980
347,0.0004952
348,0.0004923
349,0.0004895
350,0.0004867
351,0.0004840
352,0.0004812
353,0.0004785
354,0.0004758
355,0.0004732
356,0.0004705
357,0.0004679
358,0.0004653
359,0.0004627
360,0.0004601
361,0.0004576
362,0.0004550
363,0.0004525
364,0.0004500
365,0.0004476
366,0.0004451
367,0.0004427
368,0.0004403
369,0.0004379
370,0.0004355
371,0.0004332
372,0.0004308
373,0.0004285
374,0.0004262
375,0.0004239
376,0.0004216
377,0.0004194
378,0.0004172
379,0.0004150
380,0.0004128
381,0.0004106
382,0.0004084
383,0.0004063
384,0.0004041
385,0.0004020
386,0.0003999
387,0.0003979
388,0.0003958
389,0.0003937
390,0.0003917
391,0.0003897
392,0.0003877
