,Fi
0,inf
1,0.4235706
2,0.1975520
3,0.1329301
4,0.1010734
5,0.0819403
6,0.0690910
7,0.0598122
8,0.0527729
9,0.0472336
10,0.0427527
11,0.0390483
12,0.0359321
13,0.0332729
14,0.0309764
15,0.0289727
16,0.0272092
17,0.0256449
18,0.0242480
19,0.0229931
20,0.0218595
21,0.0208307
22,0.0198928
23,0.0190343
24,0.0182455
25,0.0175184
26,0.0168460
27,0.0162224
28,0.0156424
29,0.0151016
30,0.0145961
31,0.0141226
32,0.0136780
33,0.0132599
34,0.0128658
35,0.0124936
36,0.0121417
37,0.0118083
38,0.0114919
39,0.0111912
40,0.0109051
41,0.0106325
42,0.0103724
43,0.0101240
44,0.0098863
45,0.0096588
46,0.0094407
47,0.0092314
48,0.0090305
49,0.0088373
50,0.0086514
51,0.0084724
52,0.0082999
53,0.0081335
54,0.0079729
55,0.0078177
56,0.0076677
57,0.0075227
58,0.0073823
59,0.0072463
60,0.0071146
61,0.0069868
62,0.0068629
63,0.0067426
64,0.0066258
65,0.0065123
66,0.0064021
67,0.0062948
68,0.0061905
69,0.0060889
70,0.0059901
71,0.0058938
72,0.0057999
73,0.0057085
74,0.0056193
75,0.0055324
76,0.0054475
77,0.0053647
78,0.0052839
79,0.0052049
80,0.0051278
81,0.0050524
82,0.0049788
83,0.0049068
84,0.0048364
85,0.0047676
86,0.0047002
87,0.0046343
88,0.0045698
89,0.0045066
90,0.0044448
91,0.0043842
92,0.0043249
93,0.0042668
94,0.0042098
95,0.0041540
96,0.0040993
97,0.0040456
98,0.0039930
99,0.0039414
100,0.0038908
101,0.0038412
102,0.0037924
103,0.0037446
104,0.0036977
105,0.0036516
106,0.0036064
107,0.0035620
108,0.0035183
109,0.0034755
110,0.0034334
111,0.0033921
112,0.0033514
113,0.0033115
114,0.0032723
115,0.0032337
116,0.0031958
117,0.0031585
118,0.0031218
119,0.0030858
120,0.0030503
121,0.0030155
122,0.0029812
123,0.0029474
124,0.0029142
125,0.0028816
126,0.0028494
127,0.0028178
128,0.0027867
129,0.0027560
130,0.0027258
131,0.0026961
132,0.0026669
133,0.0026381
134,0.0026098
135,0.0025818
136,0.0025543
137,0.0025272
138,0.0025005
139,0.0024743
140,0.0024483
141,0.0024228
142,0.0023977
143,0.0023729
144,0.0023485
145,0.0023244
146,0.0023007
147,0.0022773
148,0.0022542
149,0.0022315
150,0.0022091
151,0.0021870
152,0.0021652
153,0.0021438
154,0.0021226
155,0.0021017
156,0.0020811
157,0.0020608
158,0.0020407
159,0.0020209
160,0.0020014
161,0.0019822
162,0.0019632
163,0.0019444
164,0.0019260
165,0.0019077
166,0.0018897
167,0.0018719
168,0.0018544
169,0.0018371
170,0.0018200
171,0.0018031
172,0.0017865
173,0.0017701
174,0.0017538
175,0.0017378
176,0.0017220
177,0.0017064
178,0.0016910
179,0.0016757
180,0.0016607
181,0.0016458
182,0.0016312
183,0.0016167
184,0.0016024
185,0.0015882
186,0.0015743
187,0.0015605
188,0.0015468
189,0.0015334
190,0.0015201
191,0.0015069
192,0.0014939
193,0.0014811
194,0.0014684
195,0.0014559
196,0.0014435
197,0.0014313
198,0.0014192
199,0.0014072
200,0.0013954
201,0.0013837
202,0.0013722
203,0.0013608
204,0.0013495
205,0.0013384
206,0.0013273
207,0.0013164
208,0.0013057
209,0.0012950
210,0.0012845
211,0.0012740
212,0.0012637
213,0.0012536
