,Fi
247,0.0008436
248,0.0008388
249,0.0008339
250,0.0008291
251,0.0008244
252,0.0008197
253,0.0008150
254,0.0008104
255,0.0008058
256,0.0008013
257,0.0007968
258,0.0007924
259,0.0007880
260,0.0007837
261,0.0007794
262,0.0007751
263,0.0007709
264,0.0007667
265,0.0007625
266,0.0007584
267,0.0007544
268,0.0007504
269,0.0007464
270,0.0007424
271,0.0007385
272,0.0007346
273,0.0007308
274,0.0007270
275,0.0007232
276,0.0007195
277,0.0007158
278,0.0007121
279,0.0007085
280,0.0007049
281,0.0007013
282,0.0006978
283,0.0006943
284,0.0006909
285,0.0006874
286,0.0006840
287,0.0006807
288,0.0006773
289,0.0006740
290,0.0006707
291,0.0006675
292,0.0006643
293,0.0006611
294,0.0006579
295,0.0006548
296,0.0006517
297,0.0006486
298,0.0006456
299,0.0006426
300,0.0006396
301,0.0006366
302,0.0006337
303,0.0006308
304,0.0006279
305,0.0006251
306,0.0006222
307,0.0006194
308,0.0006166
309,0.0006139
310,0.0006112
311,0.0006084
312,0.0006058
313,0.0006031
314,0.0006005
315,0.0005979
316,0.0005953
317,0.0005927
318,0.0005902
319,0.0005877
320,0.0005852
321,0.0005827
322,0.0005802
323,0.0005778
324,0.0005754
325,0.0005730
326,0.0005706
327,0.0005683
328,0.0005659
329,0.0005636
330,0.0005613
331,0.0005591
332,0.0005568
333,0.0005546
334,0.0005524
335,0.0005502
336,0.0005480
337,0.0005459
338,0.0005437
339,0.0005416
340,0.0005395
341,0.0005374
342,0.0005354
343,0.0005333
344,0.0005313
345,0.0005293
346,0.0005273
347,0.0005253
348,0.0005234
349,0.0005214
350,0.0005195
351,0.0005176
352,0.0005157
353,0.0005138
354,0.0005119
355,0.0005101
356,0.0005083
357,0.0005064
358,0.0005046
359,0.0005029
360,0.0005011
361,0.0004993
362,0.0004976
363,0.0004959
364,0.0004941
365,0.0004924
366,0.0004908
367,0.0004891
368,0.0004874
369,0.0004858
370,0.0004841
371,0.0004825
372,0.0004809
373,0.0004793
374,0.0004777
375,0.0004762
376,0.0004746
377,0.0004731
378,0.0004715
379,0.0004700
380,0.0004685
381,0.0004670
382,0.0004655
383,0.0004641
384,0.0004626
385,0.0004612
386,0.0004597
387,0.0004583
388,0.0004569
389,0.0004555
390,0.0004541
391,0.0004527
392,0.0004514
393,0.0004500
394,0.0004487
395,0.0004473
396,0.0004460
397,0.0004447
398,0.0004434
399,0.0004421
400,0.0004408
401,0.0004395
402,0.0004382
403,0.0004370
404,0.0004357
405,0.0004345
406,0.0004333
407,0.0004320
408,0.0004308
409,0.0004296
410,0.0004284
411,0.0004273
412,0.0004261
413,0.0004249
414,0.0004238
415,0.0004226
416,0.0004215
417,0.0004203
418,0.0004192
419,0.0004181
420,0.0004170
421,0.0004159
422,0.0004148
423,0.0004137
424,0.0004127
425,0.0004116
426,0.0004105
427,0.0004095
428,0.0004084
429,0.0004074
430,0.0004064
431,0.0004054
432,0.0004043
433,0.0004033
434,0.0004023
435,0.0004013
436,0.0004004
437,0.0003994
438,0.0003984
439,0.0003974
440,0.0003965
441,0.0003955
442,0.0003946
443,0.0003937
444,0.0003927
445,0.0003918
446,0.0003909
447,0.0003900
448,0.0003891
449,0.0003882
450,0.0003873
451,0.0003864
452,0.0003855
453,0.0003846
454,0.0003838
455,0.0003829
456,0.0003820
457,0.0003812
458,0.0003803
459,0.0003795
460,0.0003787
461,0.0003778
462,0.0003770
463,0.0003762
464,0.0003754
465,0.0003746
466,0.0003738
467,0.0003730
468,0.0003722
469,0.0003714
470,0.0003706
471,0.0003698
472,0.0003691
473,0.0003683
474,0.0003675
475,0.0003668
476,0.0003660
477,0.0003653
478,0.0003646
479,0.0003638
480,0.0003631
481,0.0003624
482,0.0003616
483,0.0003609
484,0.0003602
485,0.0003595
486,0.0003588
487,0.0003581
488,0.0003574
489,0.0003567
490,0.0003560
491,0.0003553
492,0.0003546
493,0.0003540
494,0.0003533
495,0.0003526
496,0.0003520
497,0.0003513
498,0.0003507
499,0.0003500
500,0.0003494
501,0.0003487
502,0.0003481
503,0.0003474
504,0.0003468
505,0.0003462
506,0.0003455
507,0.0003449
508,0.0003443
509,0.0003437
510,0.0003431
511,0.0003425
512,0.0003419
513,0.0003413
514,0.0003407
515,0.0003401
516,0.0003395
517,0.0003389
518,0.0003383
519,0.0003377
520,0.0003372
521,0.0003366
522,0.0003360
523,0.0003355
524,0.0003349
525,0.0003343
526,0.0003338
527,0.0003332
528,0.0003327
529,0.0003321
530,0.0003316
531,0.0003310
532,0.0003305
533,0.0003300
534,0.0003294
535,0.0003289
536,0.0003284
537,0.0003278
538,0.0003273
539,0.0003268
540,0.0003263
541,0.0003258
542,0.0003252
543,0.0003247
544,0.0003242
545,0.0003237
546,0.0003232
547,0.0003227
548,0.0003222
549,0.0003217
550,0.0003212
551,0.0003208
552,0.0003203
553,0.0003198
554,0.0003193
555,0.0003188
556,0.0003184
557,0.0003179
558,0.0003174
559,0.0003169
560,0.0003165
561,0.0003160
562,0.0003155
563,0.0003151
564,0.0003146
565,0.0003142
566,0.0003137
567,0.0003133
568,0.0003128
569,0.0003124
570,0.0003119
571,0.0003115
572,0.0003110
573,0.0003106
574,0.0003102
575,0.0003097
576,0.0003093
577,0.0003089
578,0.0003084
579,0.0003080
580,0.0003076
581,0.0003072
582,0.0003067
583,0.0003063
584,0.0003059
585,0.0003055
586,0.0003051
587,0.0003047
588,0.0003043
589,0.0003038
590,0.0003034
591,0.0003030
592,0.0003026
593,0.0003022
594,0.0003018
595,0.0003014
596,0.0003010
597,0.0003006
598,0.0003002
599,0.0002999
600,0.0002995
601,0.0002991
602,0.0002987
603,0.0002983
604,0.0002979
605,0.0002975
606,0.0002972
607,0.0002968
608,0.0002964
609,0.0002960
610,0.0002957
611,0.0002953
612,0.0002949
613,0.0002946
614,0.0002942
615,0.0002938
616,0.0002935
617,0.0002931
618,0.0002927
619,0.0002924
620,0.0002920
621,0.0002917
622,0.0002913
623,0.0002909
624,0.0002906
625,0.0002902
626,0.0002899
627,0.0002895
628,0.0002892
629,0.0002888
630,0.0002885
631,0.0002882
632,0.0002878
633,0.0002875
634,0.0002871
635,0.0002868
636,0.0002865
637,0.0002861
638,0.0002858
639,0.0002855
640,0.0002851
641,0.0002848
642,0.0002845
643,0.0002841
644,0.0002838
645,0.0002835
646,0.0002832
647,0.0002828
648,0.0002825
649,0.0002822
650,0.0002819
651,0.0002815
652,0.0002812
653,0.0002809
654,0.0002806
655,0.0002803
656,0.0002800
657,0.0002796
658,0.0002793
659,0.0002790
660,0.0002787
661,0.0002784
662,0.0002781
663,0.0002778
664,0.0002775
665,0.0002772
666,0.0002769
667,0.0002766
668,0.0002763
669,0.0002760
670,0.0002757
671,0.0002754
672,0.0002751
673,0.0002748
674,0.0002745
675,0.0002742
676,0.0002739
677,0.0002736
678,0.0002733
679,0.0002730
680,0.0002727
681,0.0002724
682,0.0002721
683,0.0002719
684,0.0002716
685,0.0002713
686,0.0002710
687,0.0002707
688,0.0002704
689,0.0002701
690,0.0002699
691,0.0002696
692,0.0002693
693,0.0002690
694,0.0002687
695,0.0002685
696,0.0002682
697,0.0002679
698,0.0002676
699,0.0002674
700,0.0002671
701,0.0002668
702,0.0002665
703,0.0002663
704,0.0002660
705,0.0002657
706,0.0002655
707,0.0002652
708,0.0002649
709,0.0002647
710,0.0002644
711,0.0002641
712,0.0002639
713,0.0002636
714,0.0002633
715,0.0002631
716,0.0002628
717,0.0002625
718,0.0002623
719,0.0002620
720,0.0002618
721,0.0002615
722,0.0002613
723,0.0002610
724,0.0002607
725,0.0002605
726,0.0002602
727,0.0002600
728,0.0002597
729,0.0002595
730,0.0002592
731,0.0002590
732,0.0002587
733,0.0002585
734,0.0002582
735,0.0002580
736,0.0002577
737,0.0002575
738,0.0002572
739,0.0002570
740,0.0002567
741,0.0002565
742,0.0002562
743,0.0002560
744,0.0002557
745,0.0002555
746,0.0002553
747,0.0002550
748,0.0002548
749,0.0002545
750,0.0002543
751,0.0002540
752,0.0002538
753,0.0002536
754,0.0002533
755,0.0002531
756,0.0002529
757,0.0002526
758,0.0002524
759,0.0002521
760,0.0002519
761,0.0002517
762,0.0002514
763,0.0002512
764,0.0002510
765,0.0002507
766,0.0002505
767,0.0002503
768,0.0002500
769,0.0002498
770,0.0002496
771,0.0002494
772,0.0002491
773,0.0002489
774,0.0002487
775,0.0002484
776,0.0002482
777,0.0002480
778,0.0002478
779,0.0002475
780,0.0002473
781,0.0002471
782,0.0002469
783,0.0002466
784,0.0002464
785,0.0002462
786,0.0002460
787,0.0002457
788,0.0002455
789,0.0002453
790,0.0002451
791,0.0002449
792,0.0002446
793,0.0002444
794,0.0002442
795,0.0002440
796,0.0002438
797,0.0002435
798,0.0002433
799,0.0002431
800,0.0002429
801,0.0002427
802,0.0002425
803,0.0002422
804,0.0002420
805,0.0002418
806,0.0002416
807,0.0002414
808,0.0002412
809,0.0002410
810,0.0002407
811,0.0002405
812,0.0002403
813,0.0002401
814,0.0002399
815,0.0002397
816,0.0002395
817,0.0002393
818,0.0002391
819,0.0002388
820,0.0002386
821,0.0002384
822,0.0002382
823,0.0002380
824,0.0002378
825,0.0002376
826,0.0002374
827,0.0002372
828,0.0002370
829,0.0002368
830,0.0002366
831,0.0002364
832,0.0002362
833,0.0002359
834,0.0002357
835,0.0002355
836,0.0002353
837,0.0002351
838,0.0002349
839,0.0002347
840,0.0002345
841,0.0002343
842,0.0002341
843,0.0002339
844,0.0002337
845,0.0002335
846,0.0002333
847,0.0002331
848,0.0002329
849,0.0002327
850,0.0002325
851,0.0002323
852,0.0002321
853,0.0002319
854,0.0002317
855,0.0002315
856,0.0002313
857,0.0002311
858,0.0002309
859,0.0002307
860,0.0002306
861,0.0002304
862,0.0002302
863,0.0002300
864,0.0002298
865,0.0002296
866,0.0002294
867,0.0002292
868,0.0002290
869,0.0002288
870,0.0002286
871,0.0002284
872,0.0002282
873,0.0002280
874,0.0002278
875,0.0002276
876,0.0002275
877,0.0002273
878,0.0002271
879,0.0002269
880,0.0002267
881,0.0002265
882,0.0002263
883,0.0002261
884,0.0002259
885,0.0002257
886,0.0002256
887,0.0002254
888,0.0002252
889,0.0002250
890,0.0002248
891,0.0002246
892,0.0002244
893,0.0002242
894,0.0002241
895,0.0002239
896,0.0002237
897,0.0002235
898,0.0002233
899,0.0002231
900,0.0002229
901,0.0002228
902,0.0002226
903,0.0002224
904,0.0002222
905,0.0002220
906,0.0002218
907,0.0002217
908,0.0002215
909,0.0002213
910,0.0002211
911,0.0002209
912,0.0002207
913,0.0002206
914,0.0002204
915,0.0002202
916,0.0002200
917,0.0002198
918,0.0002197
919,0.0002195
920,0.0002193
921,0.0002191
922,0.0002189
923,0.0002188
924,0.0002186
925,0.0002184
926,0.0002182
927,0.0002180
928,0.0002179
929,0.0002177
930,0.0002175
931,0.0002173
932,0.0002171
933,0.0002170
934,0.0002168
935,0.0002166
936,0.0002164
937,0.0002163
938,0.0002161
939,0.0002159
940,0.0002157
941,0.0002156
942,0.0002154
943,0.0002152
944,0.0002150
945,0.0002148
946,0.0002147
947,0.0002145
948,0.0002143
949,0.0002142
950,0.0002140
951,0.0002138
952,0.0002136
953,0.0002135
954,0.0002133
955,0.0002131
956,0.0002129
957,0.0002128
958,0.0002126
959,0.0002124
960,0.0002122
961,0.0002121
962,0.0002119
963,0.0002117
964,0.0002116
965,0.0002114
966,0.0002112
967,0.0002110
968,0.0002109
969,0.0002107
970,0.0002105
971,0.0002104
972,0.0002102
973,0.0002100
974,0.0002099
975,0.0002097
976,0.0002095
977,0.0002093
978,0.0002092
979,0.0002090
980,0.0002088
981,0.0002087
982,0.0002085
983,0.0002083
984,0.0002082
985,0.0002080
986,0.0002078
987,0.0002077
988,0.0002075
989,0.0002073
990,0.0002072
991,0.0002070
992,0.0002068
993,0.0002067
994,0.0002065
995,0.0002063
996,0.0002062
997,0.0002060
998,0.0002058
999,0.0002057
1000,0.0002055
1001,0.0002053
1002,0.0002052
1003,0.0002050
1004,0.0002048
1005,0.0002047
1006,0.0002045
1007,0.0002044
1008,0.0002042
1009,0.0002040
1010,0.0002039
1011,0.0002037
1012,0.0002035
1013,0.0002034
1014,0.0002032
1015,0.0002030
1016,0.0002029
1017,0.0002027
1018,0.0002026
1019,0.0002024
1020,0.0002022
1021,0.0002021
1022,0.0002019
1023,0.0002018
1024,0.0002016
1025,0.0002014
1026,0.0002013
1027,0.0002011
1028,0.0002009
1029,0.0002008
1030,0.0002006
1031,0.0002005
1032,0.0002003
1033,0.0002001
1034,0.0002000
1035,0.0001998
1036,0.0001997
1037,0.0001995
1038,0.0001994
1039,0.0001992
1040,0.0001990
1041,0.0001989
1042,0.0001987
1043,0.0001986
1044,0.0001984
1045,0.0001982
1046,0.0001981
1047,0.0001979
1048,0.0001978
1049,0.0001976
1050,0.0001975
1051,0.0001973
1052,0.0001971
1053,0.0001970
1054,0.0001968
1055,0.0001967
1056,0.0001965
1057,0.0001964
1058,0.0001962
1059,0.0001960
1060,0.0001959
1061,0.0001957
1062,0.0001956
1063,0.0001954
1064,0.0001953
1065,0.0001951
1066,0.0001950
1067,0.0001948
1068,0.0001946
1069,0.0001945
1070,0.0001943
1071,0.0001942
1072,0.0001940
1073,0.0001939
1074,0.0001937
1075,0.0001936
1076,0.0001934
1077,0.0001933
1078,0.0001931
1079,0.0001930
1080,0.0001928
1081,0.0001926
1082,0.0001925
1083,0.0001923
1084,0.0001922
1085,0.0001920
1086,0.0001919
1087,0.0001917
1088,0.0001916
1089,0.0001914
1090,0.0001913
1091,0.0001911
1092,0.0001910
1093,0.0001908
1094,0.0001907
1095,0.0001905
1096,0.0001904
1097,0.0001902
1098,0.0001901
1099,0.0001899
1100,0.0001898
1101,0.0001896
1102,0.0001895
1103,0.0001893
1104,0.0001892
1105,0.0001890
1106,0.0001889
1107,0.0001887
1108,0.0001886
1109,0.0001884
1110,0.0001883
1111,0.0001881
1112,0.0001880
1113,0.0001878
1114,0.0001877
1115,0.0001875
1116,0.0001874
1117,0.0001872
1118,0.0001871
1119,0.0001869
1120,0.0001868
1121,0.0001866
1122,0.0001865
1123,0.0001863
1124,0.0001862
1125,0.0001860
1126,0.0001859
1127,0.0001858
1128,0.0001856
1129,0.0001855
1130,0.0001853
1131,0.0001852
1132,0.0001850
1133,0.0001849
1134,0.0001847
1135,0.0001846
1136,0.0001844
1137,0.0001843
1138,0.0001841
1139,0.0001840
1140,0.0001839
1141,0.0001837
1142,0.0001836
1143,0.0001834
1144,0.0001833
1145,0.0001831
1146,0.0001830
1147,0.0001828
1148,0.0001827
1149,0.0001825
1150,0.0001824
1151,0.0001823
1152,0.0001821
1153,0.0001820
1154,0.0001818
1155,0.0001817
1156,0.0001815
1157,0.0001814
1158,0.0001813
1159,0.0001811
1160,0.0001810
1161,0.0001808
1162,0.0001807
1163,0.0001805
1164,0.0001804
1165,0.0001803
1166,0.0001801
1167,0.0001800
1168,0.0001798
1169,0.0001797
1170,0.0001795
1171,0.0001794
1172,0.0001793
1173,0.0001791
1174,0.0001790
1175,0.0001788
1176,0.0001787
1177,0.0001786
1178,0.0001784
1179,0.0001783
1180,0.0001781
1181,0.0001780
1182,0.0001779
1183,0.0001777
1184,0.0001776
1185,0.0001774
1186,0.0001773
1187,0.0001772
1188,0.0001770
1189,0.0001769
1190,0.0001767
1191,0.0001766
1192,0.0001765
1193,0.0001763
1194,0.0001762
1195,0.0001760
1196,0.0001759
1197,0.0001758
1198,0.0001756
1199,0.0001755
1200,0.0001753
1201,0.0001752
1202,0.0001751
1203,0.0001749
1204,0.0001748
1205,0.0001747
1206,0.0001745
1207,0.0001744
1208,0.0001742
1209,0.0001741
1210,0.0001740
1211,0.0001738
1212,0.0001737
1213,0.0001736
1214,0.0001734
1215,0.0001733
1216,0.0001731
1217,0.0001730
1218,0.0001729
1219,0.0001727
1220,0.0001726
1221,0.0001725
1222,0.0001723
1223,0.0001722
1224,0.0001721
1225,0.0001719
1226,0.0001718
1227,0.0001716
1228,0.0001715
1229,0.0001714
1230,0.0001712
1231,0.0001711
1232,0.0001710
1233,0.0001708
1234,0.0001707
1235,0.0001706
1236,0.0001704
1237,0.0001703
1238,0.0001702
1239,0.0001700
1240,0.0001699
1241,0.0001698
1242,0.0001696
1243,0.0001695
1244,0.0001694
1245,0.0001692
1246,0.0001691
1247,0.0001690
1248,0.0001688
1249,0.0001687
1250,0.0001686
1251,0.0001684
1252,0.0001683
1253,0.0001682
1254,0.0001680
1255,0.0001679
1256,0.0001678
1257,0.0001676
1258,0.0001675
1259,0.0001674
1260,0.0001672
1261,0.0001671
1262,0.0001670
1263,0.0001668
1264,0.0001667
1265,0.0001666
1266,0.0001664
1267,0.0001663
1268,0.0001662
1269,0.0001660
1270,0.0001659
1271,0.0001658
1272,0.0001657
1273,0.0001655
1274,0.0001654
1275,0.0001653
1276,0.0001651
1277,0.0001650
1278,0.0001649
1279,0.0001647
1280,0.0001646
1281,0.0001645
1282,0.0001644
1283,0.0001642
1284,0.0001641
1285,0.0001640
1286,0.0001638
1287,0.0001637
1288,0.0001636
1289,0.0001634
1290,0.0001633
1291,0.0001632
1292,0.0001631
1293,0.0001629
1294,0.0001628
1295,0.0001627
1296,0.0001625
1297,0.0001624
1298,0.0001623
1299,0.0001622
1300,0.0001620
1301,0.0001619
1302,0.0001618
1303,0.0001617
1304,0.0001615
1305,0.0001614
1306,0.0001613
1307,0.0001611
1308,0.0001610
1309,0.0001609
1310,0.0001608
1311,0.0001606
1312,0.0001605
1313,0.0001604
1314,0.0001603
1315,0.0001601
1316,0.0001600
1317,0.0001599
1318,0.0001597
1319,0.0001596
1320,0.0001595
1321,0.0001594
1322,0.0001592
1323,0.0001591
1324,0.0001590
1325,0.0001589
1326,0.0001587
1327,0.0001586
1328,0.0001585
1329,0.0001584
1330,0.0001582
1331,0.0001581
1332,0.0001580
1333,0.0001579
1334,0.0001577
1335,0.0001576
1336,0.0001575
1337,0.0001574
1338,0.0001572
1339,0.0001571
1340,0.0001570
1341,0.0001569
1342,0.0001568
1343,0.0001566
1344,0.0001565
1345,0.0001564
1346,0.0001563
1347,0.0001561
1348,0.0001560
1349,0.0001559
1350,0.0001558
1351,0.0001556
1352,0.0001555
1353,0.0001554
1354,0.0001553
1355,0.0001551
1356,0.0001550
1357,0.0001549
1358,0.0001548
1359,0.0001547
1360,0.0001545
1361,0.0001544
1362,0.0001543
1363,0.0001542
1364,0.0001540
1365,0.0001539
1366,0.0001538
1367,0.0001537
1368,0.0001536
1369,0.0001534
1370,0.0001533
1371,0.0001532
1372,0.0001531
1373,0.0001530
1374,0.0001528
1375,0.0001527
1376,0.0001526
1377,0.0001525
1378,0.0001524
1379,0.0001522
1380,0.0001521
1381,0.0001520
1382,0.0001519
1383,0.0001518
1384,0.0001516
1385,0.0001515
1386,0.0001514
1387,0.0001513
1388,0.0001512
1389,0.0001510
1390,0.0001509
1391,0.0001508
1392,0.0001507
1393,0.0001506
1394,0.0001504
1395,0.0001503
1396,0.0001502
1397,0.0001501
1398,0.0001500
1399,0.0001498
1400,0.0001497
1401,0.0001496
1402,0.0001495
1403,0.0001494
1404,0.0001493
1405,0.0001491
1406,0.0001490
1407,0.0001489
1408,0.0001488
1409,0.0001487
1410,0.0001485
1411,0.0001484
1412,0.0001483
1413,0.0001482
1414,0.0001481
1415,0.0001480
1416,0.0001478
1417,0.0001477
1418,0.0001476
1419,0.0001475
1420,0.0001474
1421,0.0001473
1422,0.0001471
1423,0.0001470
1424,0.0001469
1425,0.0001468
1426,0.0001467
1427,0.0001466
1428,0.0001464
1429,0.0001463
1430,0.0001462
1431,0.0001461
1432,0.0001460
1433,0.0001459
1434,0.0001458
1435,0.0001456
1436,0.0001455
1437,0.0001454
1438,0.0001453
1439,0.0001452
1440,0.0001451
1441,0.0001450
1442,0.0001448
1443,0.0001447
1444,0.0001446
1445,0.0001445
1446,0.0001444
1447,0.0001443
1448,0.0001441
1449,0.0001440
1450,0.0001439
1451,0.0001438
1452,0.0001437
1453,0.0001436
1454,0.0001435
1455,0.0001434
1456,0.0001432
1457,0.0001431
1458,0.0001430
1459,0.0001429
1460,0.0001428
1461,0.0001427
1462,0.0001426
1463,0.0001424
1464,0.0001423
1465,0.0001422
1466,0.0001421
1467,0.0001420
1468,0.0001419
1469,0.0001418
1470,0.0001417
1471,0.0001415
1472,0.0001414
1473,0.0001413
1474,0.0001412
1475,0.0001411
1476,0.0001410
1477,0.0001409
1478,0.0001408
1479,0.0001407
1480,0.0001405
1481,0.0001404
1482,0.0001403
1483,0.0001402
1484,0.0001401
1485,0.0001400
1486,0.0001399
1487,0.0001398
1488,0.0001397
1489,0.0001395
1490,0.0001394
1491,0.0001393
1492,0.0001392
1493,0.0001391
1494,0.0001390
1495,0.0001389
1496,0.0001388
1497,0.0001387
1498,0.0001386
1499,0.0001384
1500,0.0001383
1501,0.0001382
1502,0.0001381
1503,0.0001380
1504,0.0001379
1505,0.0001378
1506,0.0001377
1507,0.0001376
1508,0.0001375
1509,0.0001374
1510,0.0001372
1511,0.0001371
1512,0.0001370
1513,0.0001369
1514,0.0001368
1515,0.0001367
1516,0.0001366
1517,0.0001365
1518,0.0001364
1519,0.0001363
1520,0.0001362
1521,0.0001361
1522,0.0001359
1523,0.0001358
1524,0.0001357
1525,0.0001356
1526,0.0001355
1527,0.0001354
1528,0.0001353
1529,0.0001352
1530,0.0001351
1531,0.0001350
1532,0.0001349
1533,0.0001348
1534,0.0001347
1535,0.0001346
1536,0.0001344
1537,0.0001343
1538,0.0001342
1539,0.0001341
1540,0.0001340
1541,0.0001339
1542,0.0001338
1543,0.0001337
1544,0.0001336
1545,0.0001335
1546,0.0001334
1547,0.0001333
1548,0.0001332
1549,0.0001331
1550,0.0001330
1551,0.0001329
1552,0.0001328
1553,0.0001326
1554,0.0001325
1555,0.0001324
1556,0.0001323
1557,0.0001322
1558,0.0001321
1559,0.0001320
1560,0.0001319
1561,0.0001318
1562,0.0001317
1563,0.0001316
1564,0.0001315
1565,0.0001314
1566,0.0001313
1567,0.0001312
1568,0.0001311
1569,0.0001310
1570,0.0001309
1571,0.0001308
1572,0.0001307
1573,0.0001306
1574,0.0001305
1575,0.0001304
1576,0.0001302
1577,0.0001301
1578,0.0001300
1579,0.0001299
1580,0.0001298
1581,0.0001297
1582,0.0001296
1583,0.0001295
1584,0.0001294
1585,0.0001293
1586,0.0001292
1587,0.0001291
1588,0.0001290
1589,0.0001289
1590,0.0001288
1591,0.0001287
1592,0.0001286
1593,0.0001285
1594,0.0001284
1595,0.0001283
1596,0.0001282
1597,0.0001281
1598,0.0001280
1599,0.0001279
1600,0.0001278
1601,0.0001277
1602,0.0001276
1603,0.0001275
1604,0.0001274
1605,0.0001273
1606,0.0001272
1607,0.0001271
1608,0.0001270
1609,0.0001269
1610,0.0001268
1611,0.0001267
1612,0.0001266
1613,0.0001265
1614,0.0001264
1615,0.0001263
1616,0.0001262
1617,0.0001261
1618,0.0001260
1619,0.0001259
1620,0.0001258
1621,0.0001257
1622,0.0001256
1623,0.0001255
1624,0.0001254
1625,0.0001253
1626,0.0001252
1627,0.0001251
1628,0.0001250
1629,0.0001249
1630,0.0001248
1631,0.0001247
1632,0.0001246
1633,0.0001245
1634,0.0001244
1635,0.0001243
1636,0.0001242
1637,0.0001241
1638,0.0001240
1639,0.0001239
1640,0.0001238
1641,0.0001237
1642,0.0001236
1643,0.0001235
1644,0.0001234
1645,0.0001233
1646,0.0001232
1647,0.0001231
1648,0.0001230
1649,0.0001229
1650,0.0001228
1651,0.0001227
1652,0.0001226
1653,0.0001225
1654,0.0001224
1655,0.0001223
1656,0.0001222
1657,0.0001221
1658,0.0001220
1659,0.0001219
1660,0.0001218
1661,0.0001217
1662,0.0001217
1663,0.0001216
1664,0.0001215
