,Fi
0,inf
1,0.4198151
2,0.1996837
3,0.1349021
4,0.1024109
5,0.0828075
6,0.0696322
7,0.0601389
8,0.0529605
9,0.0473327
10,0.0427966
11,0.0390589
12,0.0359236
13,0.0332543
14,0.0309532
15,0.0289485
16,0.0271857
17,0.0256233
18,0.0242286
19,0.0229760
20,0.0218445
21,0.0208175
22,0.0198809
23,0.0190234
24,0.0182353
25,0.0175085
26,0.0168362
27,0.0162123
28,0.0156318
29,0.0150904
30,0.0145842
31,0.0141099
32,0.0136644
33,0.0132453
34,0.0128502
35,0.0124771
36,0.0121241
37,0.0117897
38,0.0114724
39,0.0111709
40,0.0108839
41,0.0106105
42,0.0103496
43,0.0101005
44,0.0098622
45,0.0096340
46,0.0094154
47,0.0092057
48,0.0090042
49,0.0088107
50,0.0086244
51,0.0084451
52,0.0082723
53,0.0081057
54,0.0079449
55,0.0077896
56,0.0076395
57,0.0074944
58,0.0073540
59,0.0072180
60,0.0070862
61,0.0069585
62,0.0068346
63,0.0067144
64,0.0065976
65,0.0064843
66,0.0063741
67,0.0062670
68,0.0061627
69,0.0060613
70,0.0059626
71,0.0058665
72,0.0057728
73,0.0056816
74,0.0055926
75,0.0055058
76,0.0054212
77,0.0053385
78,0.0052579
79,0.0051791
80,0.0051022
81,0.0050271
82,0.0049536
83,0.0048819
84,0.0048117
85,0.0047430
86,0.0046759
87,0.0046102
88,0.0045459
89,0.0044829
90,0.0044213
91,0.0043609
92,0.0043018
93,0.0042439
94,0.0041871
95,0.0041315
96,0.0040770
97,0.0040235
98,0.0039711
99,0.0039197
100,0.0038692
101,0.0038198
102,0.0037712
103,0.0037236
104,0.0036768
105,0.0036309
106,0.0035859
107,0.0035416
108,0.0034982
109,0.0034555
110,0.0034135
111,0.0033724
112,0.0033319
113,0.0032921
114,0.0032530
115,0.0032146
116,0.0031768
117,0.0031397
118,0.0031032
119,0.0030673
120,0.0030320
121,0.0029973
122,0.0029631
123,0.0029295
124,0.0028964
125,0.0028639
126,0.0028319
127,0.0028004
128,0.0027694
129,0.0027389
130,0.0027088
131,0.0026792
132,0.0026501
133,0.0026214
134,0.0025932
135,0.0025654
136,0.0025380
137,0.0025110
138,0.0024844
139,0.0024583
140,0.0024325
141,0.0024070
142,0.0023820
143,0.0023573
144,0.0023330
145,0.0023090
146,0.0022854
147,0.0022621
148,0.0022392
149,0.0022166
150,0.0021942
151,0.0021723
152,0.0021506
153,0.0021292
154,0.0021081
155,0.0020873
156,0.0020668
157,0.0020465
158,0.0020266
159,0.0020069
160,0.0019875
161,0.0019683
162,0.0019494
163,0.0019308
164,0.0019123
165,0.0018942
166,0.0018763
167,0.0018586
168,0.0018411
169,0.0018239
170,0.0018069
171,0.0017901
172,0.0017735
173,0.0017572
174,0.0017410
175,0.0017251
176,0.0017093
177,0.0016938
178,0.0016784
179,0.0016633
180,0.0016483
181,0.0016335
182,0.0016189
183,0.0016045
184,0.0015903
185,0.0015762
186,0.0015623
187,0.0015486
188,0.0015350
189,0.0015216
190,0.0015084
191,0.0014953
192,0.0014824
193,0.0014696
194,0.0014570
195,0.0014445
