,Fi
0,inf
1,0.4197365
2,0.1998444
3,0.1350249
4,0.1024830
5,0.0828466
6,0.0696494
7,0.0601422
8,0.0529552
9,0.0473227
10,0.0427843
11,0.0390460
12,0.0359109
13,0.0332425
14,0.0309427
15,0.0289392
16,0.0271778
17,0.0256167
18,0.0242232
19,0.0229716
20,0.0218412
21,0.0208149
22,0.0198791
23,0.0190223
24,0.0182347
25,0.0175084
26,0.0168363
27,0.0162128
28,0.0156326
29,0.0150914
30,0.0145853
31,0.0141110
32,0.0136657
33,0.0132466
34,0.0128515
35,0.0124784
36,0.0121255
37,0.0117910
38,0.0114737
39,0.0111721
40,0.0108851
41,0.0106116
42,0.0103507
43,0.0101014
44,0.0098631
45,0.0096349
46,0.0094162
47,0.0092063
48,0.0090048
49,0.0088112
50,0.0086249
51,0.0084455
52,0.0082726
53,0.0081059
54,0.0079450
55,0.0077897
56,0.0076395
57,0.0074943
58,0.0073538
59,0.0072177
60,0.0070858
61,0.0069580
62,0.0068341
63,0.0067138
64,0.0065970
65,0.0064836
66,0.0063733
67,0.0062661
68,0.0061618
69,0.0060604
70,0.0059616
71,0.0058654
72,0.0057717
73,0.0056804
74,0.0055913
75,0.0055045
76,0.0054198
77,0.0053371
78,0.0052564
79,0.0051776
80,0.0051006
81,0.0050254
82,0.0049520
83,0.0048801
84,0.0048099
85,0.0047412
86,0.0046740
87,0.0046083
88,0.0045439
89,0.0044809
90,0.0044193
91,0.0043589
92,0.0042997
93,0.0042418
94,0.0041850
95,0.0041293
96,0.0040748
97,0.0040213
98,0.0039688
99,0.0039174
100,0.0038669
101,0.0038174
102,0.0037689
103,0.0037212
104,0.0036744
105,0.0036285
106,0.0035834
107,0.0035392
108,0.0034957
109,0.0034530
110,0.0034110
111,0.0033698
112,0.0033293
113,0.0032896
114,0.0032505
115,0.0032120
116,0.0031742
117,0.0031371
118,0.0031006
119,0.0030647
120,0.0030294
121,0.0029946
122,0.0029605
123,0.0029268
124,0.0028938
125,0.0028612
126,0.0028292
127,0.0027977
128,0.0027667
129,0.0027362
130,0.0027061
131,0.0026765
132,0.0026474
133,0.0026187
134,0.0025905
135,0.0025627
136,0.0025353
137,0.0025083
138,0.0024817
