,Fi
0,inf
1,0.4309593
2,0.2025019
3,0.1365081
4,0.1035655
5,0.0836830
6,0.0702496
7,0.0605145
8,0.0531271
9,0.0473301
10,0.0426646
11,0.0388327
12,0.0356326
13,0.0329219
14,0.0305977
15,0.0285834
16,0.0268213
17,0.0252668
18,0.0238851
19,0.0226488
20,0.0215358
21,0.0205283
22,0.0196117
23,0.0187742
24,0.0180055
25,0.0172975
26,0.0166431
27,0.0160361
28,0.0154716
29,0.0149451
30,0.0144528
31,0.0139912
32,0.0135577
33,0.0131495
34,0.0127644
35,0.0124006
36,0.0120561
37,0.0117294
38,0.0114191
39,0.0111239
40,0.0108428
41,0.0105746
42,0.0103185
43,0.0100737
44,0.0098393
45,0.0096147
46,0.0093992
47,0.0091922
48,0.0089933
49,0.0088020
50,0.0086177
51,0.0084402
52,0.0082689
53,0.0081036
54,0.0079440
55,0.0077897
56,0.0076405
57,0.0074960
58,0.0073561
59,0.0072206
60,0.0070892
61,0.0069618
62,0.0068380
63,0.0067179
64,0.0066012
65,0.0064878
66,0.0063775
67,0.0062702
68,0.0061658
69,0.0060641
70,0.0059651
71,0.0058687
72,0.0057747
73,0.0056830
74,0.0055936
75,0.0055064
76,0.0054212
77,0.0053381
78,0.0052570
79,0.0051777
80,0.0051003
81,0.0050246
82,0.0049506
83,0.0048782
84,0.0048075
85,0.0047383
86,0.0046705
87,0.0046042
88,0.0045393
89,0.0044758
90,0.0044136
91,0.0043527
92,0.0042930
93,0.0042345
94,0.0041771
95,0.0041209
96,0.0040658
97,0.0040118
98,0.0039588
99,0.0039069
100,0.0038559
101,0.0038059
102,0.0037568
103,0.0037086
104,0.0036614
105,0.0036149
106,0.0035694
107,0.0035246
108,0.0034807
109,0.0034375
110,0.0033951
111,0.0033534
112,0.0033125
113,0.0032723
114,0.0032327
115,0.0031939
116,0.0031557
117,0.0031181
118,0.0030812
119,0.0030449
120,0.0030092
121,0.0029740
122,0.0029395
123,0.0029055
124,0.0028721
125,0.0028392
126,0.0028068
127,0.0027750
128,0.0027436
129,0.0027128
130,0.0026824
131,0.0026525
132,0.0026231
133,0.0025941
134,0.0025656
135,0.0025375
136,0.0025098
137,0.0024826
138,0.0024558
139,0.0024293
140,0.0024033
141,0.0023776
142,0.0023524
143,0.0023275
144,0.0023029
145,0.0022787
146,0.0022549
147,0.0022314
148,0.0022083
149,0.0021855
150,0.0021630
151,0.0021408
152,0.0021190
153,0.0020974
154,0.0020762
155,0.0020552
156,0.0020346
157,0.0020142
158,0.0019941
159,0.0019743
160,0.0019547
161,0.0019354
162,0.0019164
163,0.0018977
164,0.0018792
165,0.0018609
166,0.0018429
167,0.0018251
168,0.0018076
169,0.0017903
170,0.0017732
171,0.0017563
172,0.0017397
173,0.0017233
174,0.0017071
175,0.0016911
176,0.0016753
177,0.0016597
178,0.0016443
179,0.0016291
180,0.0016141
181,0.0015993
182,0.0015847
183,0.0015702
184,0.0015560
185,0.0015419
186,0.0015280
187,0.0015142
188,0.0015007
189,0.0014873
190,0.0014740
191,0.0014610
192,0.0014480
193,0.0014353
194,0.0014227
195,0.0014102
196,0.0013979
197,0.0013858
198,0.0013738
199,0.0013619
200,0.0013502
201,0.0013386
202,0.0013271
203,0.0013158
204,0.0013046
205,0.0012936
206,0.0012827
207,0.0012719
208,0.0012612
209,0.0012507
210,0.0012402
211,0.0012299
212,0.0012197
213,0.0012096
214,0.0011997
215,0.0011898
216,0.0011801
217,0.0011705
218,0.0011610
219,0.0011515
220,0.0011422
221,0.0011330
222,0.0011239
223,0.0011149
224,0.0011060
225,0.0010972
226,0.0010885
227,0.0010799
228,0.0010714
229,0.0010630
230,0.0010546
231,0.0010464
232,0.0010382
233,0.0010302
234,0.0010222
235,0.0010143
236,0.0010065
237,0.0009987
238,0.0009911
239,0.0009835
240,0.0009760
241,0.0009686
242,0.0009613
243,0.0009540
244,0.0009468
245,0.0009397
246,0.0009327
247,0.0009257
248,0.0009189
249,0.0009120
250,0.0009053
251,0.0008986
252,0.0008920
253,0.0008855
254,0.0008790
255,0.0008726
256,0.0008662
257,0.0008599
258,0.0008537
259,0.0008476
260,0.0008415
261,0.0008354
262,0.0008295
263,0.0008235
264,0.0008177
265,0.0008119
266,0.0008061
267,0.0008004
268,0.0007948
269,0.0007892
270,0.0007837
271,0.0007782
272,0.0007728
273,0.0007675
274,0.0007621
275,0.0007569
276,0.0007517
277,0.0007465
278,0.0007414
279,0.0007363
280,0.0007313
281,0.0007263
282,0.0007214
283,0.0007165
284,0.0007117
285,0.0007069
286,0.0007022
287,0.0006975
288,0.0006928
289,0.0006882
290,0.0006837
291,0.0006791
292,0.0006746
293,0.0006702
294,0.0006658
295,0.0006614
296,0.0006571
297,0.0006528
298,0.0006486
299,0.0006444
300,0.0006402
301,0.0006361
302,0.0006320
303,0.0006279
304,0.0006239
305,0.0006199
306,0.0006160
307,0.0006121
308,0.0006082
309,0.0006044
310,0.0006006
311,0.0005968
312,0.0005930
313,0.0005893
314,0.0005857
315,0.0005820
316,0.0005784
317,0.0005748
318,0.0005713
319,0.0005677
320,0.0005643
321,0.0005608
322,0.0005574
323,0.0005540
324,0.0005506
325,0.0005473
326,0.0005440
327,0.0005407
328,0.0005374
329,0.0005342
330,0.0005310
331,0.0005278
332,0.0005247
333,0.0005215
334,0.0005185
335,0.0005154
336,0.0005123
337,0.0005093
338,0.0005063
339,0.0005034
340,0.0005004
341,0.0004975
342,0.0004946
343,0.0004918
344,0.0004889
345,0.0004861
346,0.0004833
347,0.0004805
348,0.0004778
349,0.0004750
350,0.0004723
351,0.0004696
352,0.0004670
353,0.0004643
354,0.0004617
355,0.0004591
356,0.0004565
357,0.0004540
358,0.0004515
359,0.0004489
360,0.0004464
361,0.0004440
362,0.0004415
363,0.0004391
364,0.0004367
365,0.0004343
366,0.0004319
367,0.0004295
368,0.0004272
369,0.0004249
370,0.0004226
371,0.0004203
372,0.0004180
373,0.0004158
374,0.0004135
375,0.0004113
376,0.0004091
377,0.0004070
378,0.0004048
379,0.0004027
380,0.0004005
381,0.0003984
382,0.0003963
383,0.0003943
384,0.0003922
385,0.0003901
386,0.0003881
387,0.0003861
388,0.0003841
389,0.0003821
390,0.0003802
391,0.0003782
392,0.0003763
393,0.0003743
394,0.0003724
395,0.0003705
396,0.0003687
397,0.0003668
398,0.0003650
399,0.0003631
400,0.0003613
401,0.0003595
402,0.0003577
403,0.0003559
404,0.0003542
405,0.0003524
406,0.0003507
407,0.0003489
408,0.0003472
409,0.0003455
410,0.0003438
411,0.0003422
412,0.0003405
413,0.0003389
414,0.0003372
415,0.0003356
416,0.0003340
417,0.0003324
418,0.0003308
419,0.0003292
420,0.0003277
421,0.0003261
422,0.0003246
423,0.0003230
424,0.0003215
425,0.0003200
426,0.0003185
427,0.0003170
428,0.0003156
429,0.0003141
430,0.0003126
431,0.0003112
432,0.0003098
433,0.0003084
434,0.0003069
435,0.0003055
436,0.0003042
437,0.0003028
438,0.0003014
439,0.0003001
440,0.0002987
441,0.0002974
442,0.0002960
443,0.0002947
444,0.0002934
445,0.0002921
446,0.0002908
447,0.0002895
448,0.0002883
449,0.0002870
450,0.0002858
451,0.0002845
452,0.0002833
453,0.0002820
454,0.0002808
455,0.0002796
456,0.0002784
457,0.0002772
458,0.0002761
459,0.0002749
460,0.0002737
461,0.0002726
462,0.0002714
463,0.0002703
464,0.0002691
465,0.0002680
466,0.0002669
467,0.0002658
468,0.0002647
469,0.0002636
470,0.0002625
471,0.0002614
472,0.0002604
473,0.0002593
474,0.0002583
475,0.0002572
476,0.0002562
477,0.0002551
478,0.0002541
479,0.0002531
480,0.0002521
481,0.0002511
482,0.0002501
483,0.0002491
484,0.0002481
485,0.0002472
486,0.0002462
487,0.0002452
488,0.0002443
489,0.0002433
490,0.0002424
491,0.0002415
492,0.0002405
493,0.0002396
494,0.0002387
495,0.0002378
496,0.0002369
497,0.0002360
498,0.0002351
499,0.0002342
500,0.0002334
501,0.0002325
502,0.0002316
503,0.0002308
504,0.0002299
505,0.0002291
506,0.0002282
507,0.0002274
508,0.0002266
509,0.0002258
510,0.0002249
511,0.0002241
512,0.0002233
513,0.0002225
514,0.0002217
515,0.0002209
516,0.0002202
517,0.0002194
518,0.0002186
519,0.0002178
520,0.0002171
521,0.0002163
522,0.0002156
523,0.0002148
524,0.0002141
525,0.0002134
526,0.0002126
527,0.0002119
528,0.0002112
529,0.0002105
530,0.0002098
531,0.0002090
532,0.0002083
533,0.0002077
534,0.0002070
535,0.0002063
536,0.0002056
537,0.0002049
538,0.0002042
539,0.0002036
540,0.0002029
541,0.0002023
542,0.0002016
543,0.0002010
544,0.0002003
545,0.0001997
546,0.0001990
547,0.0001984
548,0.0001978
549,0.0001972
550,0.0001965
551,0.0001959
552,0.0001953
553,0.0001947
554,0.0001941
555,0.0001935
556,0.0001929
557,0.0001923
558,0.0001917
559,0.0001911
560,0.0001906
561,0.0001900
562,0.0001894
563,0.0001889
564,0.0001883
565,0.0001877
566,0.0001872
567,0.0001866
568,0.0001861
569,0.0001855
570,0.0001850
571,0.0001845
572,0.0001839
573,0.0001834
574,0.0001829
575,0.0001823
576,0.0001818
577,0.0001813
578,0.0001808
579,0.0001803
580,0.0001798
581,0.0001793
582,0.0001788
583,0.0001783
584,0.0001778
585,0.0001773
586,0.0001768
