,Fi
0,inf
1,0.4218579
2,0.1982641
3,0.1336480
4,0.1015861
5,0.0822901
6,0.0693257
7,0.0599702
8,0.0528798
9,0.0473066
10,0.0428029
11,0.0390831
12,0.0359565
13,0.0332902
14,0.0309886
15,0.0289814
16,0.0272152
17,0.0256489
18,0.0242505
19,0.0229942
20,0.0218596
21,0.0208297
22,0.0198908
23,0.0190314
24,0.0182418
25,0.0175138
26,0.0168406
27,0.0162162
28,0.0156354
29,0.0150938
30,0.0145877
31,0.0141135
32,0.0136683
33,0.0132495
34,0.0128548
35,0.0124822
36,0.0121298
37,0.0117959
38,0.0114791
39,0.0111781
40,0.0108917
41,0.0106188
42,0.0103585
43,0.0101098
44,0.0098720
45,0.0096443
46,0.0094262
47,0.0092168
48,0.0090158
49,0.0088226
50,0.0086368
51,0.0084578
52,0.0082853
53,0.0081190
54,0.0079585
55,0.0078034
56,0.0076536
57,0.0075087
58,0.0073684
59,0.0072326
60,0.0071010
61,0.0069735
62,0.0068497
63,0.0067297
64,0.0066131
65,0.0064998
66,0.0063897
67,0.0062827
68,0.0061785
69,0.0060772
70,0.0059786
71,0.0058825
72,0.0057889
73,0.0056977
74,0.0056087
75,0.0055220
76,0.0054374
77,0.0053548
78,0.0052741
79,0.0051954
80,0.0051185
81,0.0050434
82,0.0049699
83,0.0048981
84,0.0048279
85,0.0047593
86,0.0046921
87,0.0046264
88,0.0045621
89,0.0044991
90,0.0044375
91,0.0043771
92,0.0043179
93,0.0042600
94,0.0042032
95,0.0041475
96,0.0040930
97,0.0040395
98,0.0039871
99,0.0039356
100,0.0038851
101,0.0038356
102,0.0037871
103,0.0037394
104,0.0036926
105,0.0036466
106,0.0036015
107,0.0035572
108,0.0035137
109,0.0034710
110,0.0034290
111,0.0033878
112,0.0033473
113,0.0033075
114,0.0032683
115,0.0032299
116,0.0031921
117,0.0031549
118,0.0031183
119,0.0030824
120,0.0030470
121,0.0030122
122,0.0029780
123,0.0029444
124,0.0029112
125,0.0028787
126,0.0028466
127,0.0028150
128,0.0027840
129,0.0027534
130,0.0027233
131,0.0026937
132,0.0026645
133,0.0026358
134,0.0026075
135,0.0025796
136,0.0025522
137,0.0025251
138,0.0024985
139,0.0024723
140,0.0024464
141,0.0024209
142,0.0023958
143,0.0023711
144,0.0023467
145,0.0023227
146,0.0022990
147,0.0022757
148,0.0022527
149,0.0022300
150,0.0022076
151,0.0021856
152,0.0021638
153,0.0021424
154,0.0021212
155,0.0021004
156,0.0020798
157,0.0020595
158,0.0020395
159,0.0020197
160,0.0020003
161,0.0019810
162,0.0019621
163,0.0019434
164,0.0019249
165,0.0019067
166,0.0018887
167,0.0018710
168,0.0018534
169,0.0018362
170,0.0018191
171,0.0018022
172,0.0017856
173,0.0017692
174,0.0017530
175,0.0017370
176,0.0017212
177,0.0017056
178,0.0016902
179,0.0016750
180,0.0016599
181,0.0016451
182,0.0016304
183,0.0016160
184,0.0016017
185,0.0015875
186,0.0015736
187,0.0015598
188,0.0015462
189,0.0015327
190,0.0015194
191,0.0015063
192,0.0014933
193,0.0014805
194,0.0014678
195,0.0014553
196,0.0014429
197,0.0014307
198,0.0014186
199,0.0014067
200,0.0013949
201,0.0013832
202,0.0013717
203,0.0013603
204,0.0013490
205,0.0013378
206,0.0013268
207,0.0013159
208,0.0013052
209,0.0012945
210,0.0012840
211,0.0012736
212,0.0012633
213,0.0012531
214,0.0012430
215,0.0012331
216,0.0012232
217,0.0012135
218,0.0012038
219,0.0011943
220,0.0011849
221,0.0011756
222,0.0011663
223,0.0011572
224,0.0011482
225,0.0011393
226,0.0011304
227,0.0011217
228,0.0011131
229,0.0011045
230,0.0010960
231,0.0010877
232,0.0010794
233,0.0010712
234,0.0010631
235,0.0010550
236,0.0010471
237,0.0010392
238,0.0010314
239,0.0010237
240,0.0010161
241,0.0010086
242,0.0010011
243,0.0009937
244,0.0009864
245,0.0009791
246,0.0009720
247,0.0009649
248,0.0009578
249,0.0009509
250,0.0009440
251,0.0009372
252,0.0009304
253,0.0009237
254,0.0009171
255,0.0009106
256,0.0009041
257,0.0008976
258,0.0008913
259,0.0008850
260,0.0008787
261,0.0008726
262,0.0008664
263,0.0008604
264,0.0008544
265,0.0008484
266,0.0008425
267,0.0008367
268,0.0008309
269,0.0008252
270,0.0008195
271,0.0008139
272,0.0008084
273,0.0008029
274,0.0007974
275,0.0007920
276,0.0007866
277,0.0007813
278,0.0007761
279,0.0007709
280,0.0007657
281,0.0007606
282,0.0007555
283,0.0007505
284,0.0007455
285,0.0007406
286,0.0007357
287,0.0007309
288,0.0007261
289,0.0007213
290,0.0007166
291,0.0007120
292,0.0007073
293,0.0007027
294,0.0006982
295,0.0006937
296,0.0006892
297,0.0006848
298,0.0006804
299,0.0006761
300,0.0006718
301,0.0006675
302,0.0006633
303,0.0006591
304,0.0006549
305,0.0006508
306,0.0006467
307,0.0006427
308,0.0006387
309,0.0006347
310,0.0006307
311,0.0006268
312,0.0006230
313,0.0006191
314,0.0006153
315,0.0006115
316,0.0006078
317,0.0006041
318,0.0006004
319,0.0005967
320,0.0005931
321,0.0005895
322,0.0005860
323,0.0005824
324,0.0005789
325,0.0005754
326,0.0005720
327,0.0005686
328,0.0005652
329,0.0005618
330,0.0005585
331,0.0005552
332,0.0005519
333,0.0005487
334,0.0005455
335,0.0005423
336,0.0005391
337,0.0005360
338,0.0005329
339,0.0005298
340,0.0005267
341,0.0005237
342,0.0005206
343,0.0005177
344,0.0005147
345,0.0005117
346,0.0005088
347,0.0005059
348,0.0005031
349,0.0005002
350,0.0004974
351,0.0004946
352,0.0004918
353,0.0004890
354,0.0004863
355,0.0004836
356,0.0004809
357,0.0004782
358,0.0004756
359,0.0004729
360,0.0004703
361,0.0004677
362,0.0004652
363,0.0004626
364,0.0004601
365,0.0004576
366,0.0004551
367,0.0004526
368,0.0004502
369,0.0004477
370,0.0004453
371,0.0004429
372,0.0004405
373,0.0004382
374,0.0004358
375,0.0004335
376,0.0004312
377,0.0004289
378,0.0004267
379,0.0004244
380,0.0004222
381,0.0004200
382,0.0004178
383,0.0004156
384,0.0004134
385,0.0004113
386,0.0004091
387,0.0004070
388,0.0004049
389,0.0004028
390,0.0004007
391,0.0003987
392,0.0003967
393,0.0003946
394,0.0003926
395,0.0003906
396,0.0003887
397,0.0003867
398,0.0003847
399,0.0003828
400,0.0003809
401,0.0003790
402,0.0003771
403,0.0003752
404,0.0003734
405,0.0003715
406,0.0003697
407,0.0003679
408,0.0003660
409,0.0003642
410,0.0003625
411,0.0003607
412,0.0003589
413,0.0003572
414,0.0003555
415,0.0003538
416,0.0003521
417,0.0003504
418,0.0003487
419,0.0003470
420,0.0003454
421,0.0003437
422,0.0003421
423,0.0003405
424,0.0003389
425,0.0003373
426,0.0003357
427,0.0003341
428,0.0003325
429,0.0003310
430,0.0003295
431,0.0003279
432,0.0003264
433,0.0003249
434,0.0003234
435,0.0003219
436,0.0003205
437,0.0003190
438,0.0003175
439,0.0003161
440,0.0003147
441,0.0003133
442,0.0003118
443,0.0003104
444,0.0003091
445,0.0003077
446,0.0003063
447,0.0003049
448,0.0003036
449,0.0003022
450,0.0003009
451,0.0002996
452,0.0002983
453,0.0002970
454,0.0002957
455,0.0002944
456,0.0002931
457,0.0002919
458,0.0002906
459,0.0002893
460,0.0002881
461,0.0002869
462,0.0002857
463,0.0002844
464,0.0002832
465,0.0002820
466,0.0002808
467,0.0002797
468,0.0002785
469,0.0002773
470,0.0002762
471,0.0002750
472,0.0002739
473,0.0002728
474,0.0002716
475,0.0002705
476,0.0002694
477,0.0002683
478,0.0002672
479,0.0002661
480,0.0002650
481,0.0002640
482,0.0002629
483,0.0002619
484,0.0002608
485,0.0002598
486,0.0002587
487,0.0002577
488,0.0002567
489,0.0002557
490,0.0002547
491,0.0002537
492,0.0002527
493,0.0002517
494,0.0002507
495,0.0002498
496,0.0002488
497,0.0002478
498,0.0002469
499,0.0002459
500,0.0002450
501,0.0002441
502,0.0002431
503,0.0002422
504,0.0002413
505,0.0002404
506,0.0002395
507,0.0002386
508,0.0002377
509,0.0002368
510,0.0002360
511,0.0002351
512,0.0002342
513,0.0002334
514,0.0002325
515,0.0002317
516,0.0002308
517,0.0002300
518,0.0002292
519,0.0002284
520,0.0002275
521,0.0002267
522,0.0002259
523,0.0002251
524,0.0002243
525,0.0002235
526,0.0002227
527,0.0002220
528,0.0002212
529,0.0002204
530,0.0002197
531,0.0002189
532,0.0002181
533,0.0002174
534,0.0002167
535,0.0002159
536,0.0002152
537,0.0002145
538,0.0002137
539,0.0002130
540,0.0002123
541,0.0002116
542,0.0002109
543,0.0002102
544,0.0002095
545,0.0002088
546,0.0002081
547,0.0002074
548,0.0002068
549,0.0002061
550,0.0002054
551,0.0002048
552,0.0002041
553,0.0002034
554,0.0002028
555,0.0002021
556,0.0002015
557,0.0002009
558,0.0002002
559,0.0001996
560,0.0001990
561,0.0001984
562,0.0001977
563,0.0001971
564,0.0001965
565,0.0001959
566,0.0001953
567,0.0001947
568,0.0001941
569,0.0001935
570,0.0001930
571,0.0001924
572,0.0001918
573,0.0001912
574,0.0001907
575,0.0001901
576,0.0001895
577,0.0001890
578,0.0001884
579,0.0001879
580,0.0001873
581,0.0001868
582,0.0001862
583,0.0001857
584,0.0001852
585,0.0001846
586,0.0001841
587,0.0001836
588,0.0001831
589,0.0001826
590,0.0001820
591,0.0001815
592,0.0001810
593,0.0001805
594,0.0001800
595,0.0001795
596,0.0001790
597,0.0001785
598,0.0001781
599,0.0001776
600,0.0001771
601,0.0001766
602,0.0001761
603,0.0001757
604,0.0001752
605,0.0001747
606,0.0001743
607,0.0001738
608,0.0001734
609,0.0001729
610,0.0001725
611,0.0001720
612,0.0001716
613,0.0001711
614,0.0001707
615,0.0001703
616,0.0001698
617,0.0001694
618,0.0001690
619,0.0001685
620,0.0001681
621,0.0001677
622,0.0001673
623,0.0001669
624,0.0001665
625,0.0001660
626,0.0001656
627,0.0001652
628,0.0001648
629,0.0001644
630,0.0001640
631,0.0001636
632,0.0001632
633,0.0001629
634,0.0001625
635,0.0001621
636,0.0001617
637,0.0001613
638,0.0001610
639,0.0001606
640,0.0001602
641,0.0001598
642,0.0001595
643,0.0001591
644,0.0001587
645,0.0001584
646,0.0001580
647,0.0001577
648,0.0001573
649,0.0001570
650,0.0001566
651,0.0001563
652,0.0001559
653,0.0001556
654,0.0001552
655,0.0001549
656,0.0001546
657,0.0001542
658,0.0001539
659,0.0001536
660,0.0001532
661,0.0001529
662,0.0001526
663,0.0001523
664,0.0001519
665,0.0001516
666,0.0001513
667,0.0001510
668,0.0001507
669,0.0001504
670,0.0001500
671,0.0001497
672,0.0001494
673,0.0001491
674,0.0001488
675,0.0001485
676,0.0001482
677,0.0001479
678,0.0001476
679,0.0001473
680,0.0001471
681,0.0001468
682,0.0001465
683,0.0001462
684,0.0001459
685,0.0001456
686,0.0001453
687,0.0001451
688,0.0001448
689,0.0001445
690,0.0001442
691,0.0001440
692,0.0001437
693,0.0001434
694,0.0001431
695,0.0001429
696,0.0001426
697,0.0001424
698,0.0001421
699,0.0001418
700,0.0001416
701,0.0001413
702,0.0001411
703,0.0001408
704,0.0001406
705,0.0001403
706,0.0001400
707,0.0001398
708,0.0001396
709,0.0001393
710,0.0001391
711,0.0001388
712,0.0001386
713,0.0001383
714,0.0001381
715,0.0001379
716,0.0001376
717,0.0001374
718,0.0001372
719,0.0001369
720,0.0001367
721,0.0001365
722,0.0001362
723,0.0001360
724,0.0001358
725,0.0001356
726,0.0001353
727,0.0001351
728,0.0001349
729,0.0001347
730,0.0001345
731,0.0001342
732,0.0001340
733,0.0001338
734,0.0001336
735,0.0001334
736,0.0001332
737,0.0001330
738,0.0001328
739,0.0001325
740,0.0001323
741,0.0001321
742,0.0001319
743,0.0001317
744,0.0001315
745,0.0001313
746,0.0001311
747,0.0001309
748,0.0001307
749,0.0001305
750,0.0001303
751,0.0001301
752,0.0001299
753,0.0001298
754,0.0001296
755,0.0001294
756,0.0001292
757,0.0001290
758,0.0001288
759,0.0001286
760,0.0001284
761,0.0001283
762,0.0001281
763,0.0001279
764,0.0001277
765,0.0001275
766,0.0001273
767,0.0001272
768,0.0001270
769,0.0001268
770,0.0001266
771,0.0001265
772,0.0001263
773,0.0001261
774,0.0001259
775,0.0001258
776,0.0001256
777,0.0001254
778,0.0001253
779,0.0001251
780,0.0001249
781,0.0001248
782,0.0001246
783,0.0001244
784,0.0001243
785,0.0001241
786,0.0001239
787,0.0001238
788,0.0001236
789,0.0001235
790,0.0001233
791,0.0001231
792,0.0001230
793,0.0001228
794,0.0001227
795,0.0001225
796,0.0001224
797,0.0001222
798,0.0001221
799,0.0001219
800,0.0001218
801,0.0001216
802,0.0001215
803,0.0001213
804,0.0001212
805,0.0001210
806,0.0001209
807,0.0001207
808,0.0001206
809,0.0001204
810,0.0001203
811,0.0001201
812,0.0001200
813,0.0001199
814,0.0001197
815,0.0001196
816,0.0001194
817,0.0001193
818,0.0001192
819,0.0001190
820,0.0001189
821,0.0001187
822,0.0001186
823,0.0001185
824,0.0001183
825,0.0001182
826,0.0001181
827,0.0001179
828,0.0001178
829,0.0001177
830,0.0001175
831,0.0001174
832,0.0001173
833,0.0001172
834,0.0001170
835,0.0001169
836,0.0001168
837,0.0001166
838,0.0001165
839,0.0001164
840,0.0001163
841,0.0001161
842,0.0001160
843,0.0001159
844,0.0001158
845,0.0001157
846,0.0001155
847,0.0001154
848,0.0001153
849,0.0001152
850,0.0001151
851,0.0001149
852,0.0001148
853,0.0001147
854,0.0001146
855,0.0001145
856,0.0001143
857,0.0001142
858,0.0001141
859,0.0001140
860,0.0001139
861,0.0001138
862,0.0001137
863,0.0001135
864,0.0001134
865,0.0001133
866,0.0001132
867,0.0001131
868,0.0001130
869,0.0001129
870,0.0001128
871,0.0001127
872,0.0001125
873,0.0001124
874,0.0001123
875,0.0001122
876,0.0001121
877,0.0001120
878,0.0001119
879,0.0001118
880,0.0001117
881,0.0001116
882,0.0001115
883,0.0001114
884,0.0001113
885,0.0001112
886,0.0001111
887,0.0001110
888,0.0001109
889,0.0001108
890,0.0001107
891,0.0001106
892,0.0001105
893,0.0001104
894,0.0001103
895,0.0001102
896,0.0001101
897,0.0001100
898,0.0001099
899,0.0001098
900,0.0001097
901,0.0001096
902,0.0001095
903,0.0001094
904,0.0001093
905,0.0001092
906,0.0001091
907,0.0001090
908,0.0001089
909,0.0001088
910,0.0001087
911,0.0001086
912,0.0001085
913,0.0001085
914,0.0001084
915,0.0001083
916,0.0001082
917,0.0001081
918,0.0001080
919,0.0001079
920,0.0001078
921,0.0001077
922,0.0001076
923,0.0001075
924,0.0001075
925,0.0001074
926,0.0001073
927,0.0001072
928,0.0001071
929,0.0001070
930,0.0001069
931,0.0001068
932,0.0001068
933,0.0001067
934,0.0001066
935,0.0001065
936,0.0001064
937,0.0001063
938,0.0001063
939,0.0001062
940,0.0001061
941,0.0001060
942,0.0001059
