,Fi
0,inf
1,0.4243115
2,0.1973488
3,0.1326931
4,0.1008911
5,0.0818076
6,0.0689944
7,0.0597402
8,0.0527180
9,0.0471909
10,0.0427188
11,0.0390211
12,0.0359101
13,0.0332551
14,0.0309619
15,0.0289610
16,0.0271998
17,0.0256375
18,0.0242424
19,0.0229889
20,0.0218568
21,0.0208291
22,0.0198922
23,0.0190347
24,0.0182468
25,0.0175204
26,0.0168487
27,0.0162257
28,0.0156463
29,0.0151060
30,0.0146009
31,0.0141278
32,0.0136837
33,0.0132659
34,0.0128720
35,0.0125002
36,0.0121484
37,0.0118152
38,0.0114990
39,0.0111984
40,0.0109125
41,0.0106399
42,0.0103799
43,0.0101314
44,0.0098938
45,0.0096663
46,0.0094482
47,0.0092389
48,0.0090379
49,0.0088446
50,0.0086587
51,0.0084796
52,0.0083070
53,0.0081405
54,0.0079797
55,0.0078245
56,0.0076744
57,0.0075292
58,0.0073887
59,0.0072526
60,0.0071207
61,0.0069928
62,0.0068687
63,0.0067483
64,0.0066313
65,0.0065177
66,0.0064072
67,0.0062998
68,0.0061953
69,0.0060936
70,0.0059946
71,0.0058982
72,0.0058042
73,0.0057126
74,0.0056233
75,0.0055362
76,0.0054512
77,0.0053682
78,0.0052872
79,0.0052081
80,0.0051309
81,0.0050554
82,0.0049816
83,0.0049095
84,0.0048390
85,0.0047700
86,0.0047025
87,0.0046365
88,0.0045718
89,0.0045085
90,0.0044466
91,0.0043859
92,0.0043265
93,0.0042683
94,0.0042112
95,0.0041553
96,0.0041005
97,0.0040467
98,0.0039940
99,0.0039423
100,0.0038916
101,0.0038419
102,0.0037931
103,0.0037452
104,0.0036981
105,0.0036520
106,0.0036067
107,0.0035622
108,0.0035185
109,0.0034756
110,0.0034334
111,0.0033920
112,0.0033513
113,0.0033113
114,0.0032720
115,0.0032334
116,0.0031954
117,0.0031581
118,0.0031214
119,0.0030853
120,0.0030498
121,0.0030148
122,0.0029805
123,0.0029467
124,0.0029135
125,0.0028808
126,0.0028486
127,0.0028169
128,0.0027857
129,0.0027551
130,0.0027248
131,0.0026951
132,0.0026658
133,0.0026370
134,0.0026086
135,0.0025807
136,0.0025531
137,0.0025260
138,0.0024993
139,0.0024730
140,0.0024471
141,0.0024215
142,0.0023963
143,0.0023715
144,0.0023471
145,0.0023230
146,0.0022993
147,0.0022759
148,0.0022528
149,0.0022301
150,0.0022076
151,0.0021855
152,0.0021637
153,0.0021422
154,0.0021210
155,0.0021001
156,0.0020795
157,0.0020592
158,0.0020391
159,0.0020194
160,0.0019998
161,0.0019806
162,0.0019616
163,0.0019428
164,0.0019243
165,0.0019061
166,0.0018881
167,0.0018703
168,0.0018528
169,0.0018355
170,0.0018184
171,0.0018015
172,0.0017849
173,0.0017684
174,0.0017522
175,0.0017362
176,0.0017203
177,0.0017047
178,0.0016893
179,0.0016741
180,0.0016590
181,0.0016442
182,0.0016295
183,0.0016150
184,0.0016007
185,0.0015866
186,0.0015726
187,0.0015588
188,0.0015452
189,0.0015317
190,0.0015184
191,0.0015053
192,0.0014923
193,0.0014795
194,0.0014668
195,0.0014543
196,0.0014419
197,0.0014297
198,0.0014176
199,0.0014057
200,0.0013938
201,0.0013822
202,0.0013706
203,0.0013592
204,0.0013480
205,0.0013368
206,0.0013258
207,0.0013149
208,0.0013041
209,0.0012935
210,0.0012830
211,0.0012726
212,0.0012623
213,0.0012521
214,0.0012420
215,0.0012321
216,0.0012222
217,0.0012125
218,0.0012028
219,0.0011933
220,0.0011839
221,0.0011746
222,0.0011654
223,0.0011563
224,0.0011472
225,0.0011383
226,0.0011295
227,0.0011208
228,0.0011121
229,0.0011036
230,0.0010951
231,0.0010867
232,0.0010785
233,0.0010703
234,0.0010622
235,0.0010541
236,0.0010462
237,0.0010383
238,0.0010306
239,0.0010229
240,0.0010153
241,0.0010077
242,0.0010003
243,0.0009929
244,0.0009856
245,0.0009783
246,0.0009712
247,0.0009641
248,0.0009570
249,0.0009501
250,0.0009432
251,0.0009364
252,0.0009297
253,0.0009230
254,0.0009164
255,0.0009098
256,0.0009033
257,0.0008969
258,0.0008906
259,0.0008843
260,0.0008780
261,0.0008719
262,0.0008658
263,0.0008597
264,0.0008537
265,0.0008478
266,0.0008419
267,0.0008361
268,0.0008303
269,0.0008246
270,0.0008189
271,0.0008133
272,0.0008078
273,0.0008023
274,0.0007968
275,0.0007914
276,0.0007861
277,0.0007808
278,0.0007755
279,0.0007703
280,0.0007652
281,0.0007601
282,0.0007550
283,0.0007500
284,0.0007450
285,0.0007401
286,0.0007352
287,0.0007304
288,0.0007256
289,0.0007209
290,0.0007162
291,0.0007115
292,0.0007069
293,0.0007023
294,0.0006978
295,0.0006933
296,0.0006888
297,0.0006844
298,0.0006800
299,0.0006757
300,0.0006714
301,0.0006671
302,0.0006629
303,0.0006587
304,0.0006546
305,0.0006505
306,0.0006464
307,0.0006423
308,0.0006383
309,0.0006344
310,0.0006304
311,0.0006265
312,0.0006226
313,0.0006188
314,0.0006150
315,0.0006112
316,0.0006075
317,0.0006038
318,0.0006001
319,0.0005965
320,0.0005928
321,0.0005893
322,0.0005857
323,0.0005822
324,0.0005787
325,0.0005752
326,0.0005718
327,0.0005684
328,0.0005650
329,0.0005616
330,0.0005583
331,0.0005550
332,0.0005518
333,0.0005485
334,0.0005453
335,0.0005421
336,0.0005389
337,0.0005358
338,0.0005327
339,0.0005296
340,0.0005265
341,0.0005235
342,0.0005205
343,0.0005175
344,0.0005146
345,0.0005116
346,0.0005087
347,0.0005058
348,0.0005029
349,0.0005001
350,0.0004973
351,0.0004945
352,0.0004917
353,0.0004889
354,0.0004862
355,0.0004835
356,0.0004808
357,0.0004781
358,0.0004755
359,0.0004729
360,0.0004702
361,0.0004677
362,0.0004651
363,0.0004626
364,0.0004600
365,0.0004575
366,0.0004550
367,0.0004526
368,0.0004501
369,0.0004477
370,0.0004453
371,0.0004429
372,0.0004405
373,0.0004382
374,0.0004358
375,0.0004335
376,0.0004312
377,0.0004289
378,0.0004267
379,0.0004244
380,0.0004222
381,0.0004200
382,0.0004178
383,0.0004156
384,0.0004134
385,0.0004113
386,0.0004092
387,0.0004070
388,0.0004049
389,0.0004029
390,0.0004008
391,0.0003987
392,0.0003967
393,0.0003947
394,0.0003927
395,0.0003907
396,0.0003887
397,0.0003868
398,0.0003848
399,0.0003829
400,0.0003810
401,0.0003791
402,0.0003772
403,0.0003753
404,0.0003734
405,0.0003716
406,0.0003698
407,0.0003679
408,0.0003661
409,0.0003643
410,0.0003626
411,0.0003608
412,0.0003590
413,0.0003573
414,0.0003556
415,0.0003539
416,0.0003522
417,0.0003505
418,0.0003488
419,0.0003471
420,0.0003455
421,0.0003438
422,0.0003422
423,0.0003406
424,0.0003390
425,0.0003374
426,0.0003358
427,0.0003342
428,0.0003327
429,0.0003311
430,0.0003296
431,0.0003281
432,0.0003265
433,0.0003250
434,0.0003235
435,0.0003221
436,0.0003206
437,0.0003191
438,0.0003177
439,0.0003162
440,0.0003148
441,0.0003134
442,0.0003120
443,0.0003106
444,0.0003092
445,0.0003078
446,0.0003065
447,0.0003051
448,0.0003037
449,0.0003024
450,0.0003011
451,0.0002997
452,0.0002984
453,0.0002971
454,0.0002958
455,0.0002946
456,0.0002933
457,0.0002920
458,0.0002908
459,0.0002895
460,0.0002883
461,0.0002870
462,0.0002858
463,0.0002846
464,0.0002834
465,0.0002822
466,0.0002810
467,0.0002798
468,0.0002787
469,0.0002775
470,0.0002763
471,0.0002752
472,0.0002741
473,0.0002729
474,0.0002718
475,0.0002707
476,0.0002696
477,0.0002685
478,0.0002674
479,0.0002663
480,0.0002652
481,0.0002642
482,0.0002631
483,0.0002620
484,0.0002610
485,0.0002600
486,0.0002589
487,0.0002579
488,0.0002569
489,0.0002559
490,0.0002549
491,0.0002539
492,0.0002529
493,0.0002519
494,0.0002509
495,0.0002499
496,0.0002490
497,0.0002480
498,0.0002471
499,0.0002461
500,0.0002452
501,0.0002443
502,0.0002433
503,0.0002424
504,0.0002415
505,0.0002406
506,0.0002397
507,0.0002388
508,0.0002379
509,0.0002370
510,0.0002362
511,0.0002353
512,0.0002344
513,0.0002336
514,0.0002327
515,0.0002319
516,0.0002310
517,0.0002302
518,0.0002294
519,0.0002286
520,0.0002277
521,0.0002269
522,0.0002261
523,0.0002253
524,0.0002245
525,0.0002237
526,0.0002229
527,0.0002222
528,0.0002214
529,0.0002206
530,0.0002199
531,0.0002191
532,0.0002183
533,0.0002176
534,0.0002169
535,0.0002161
536,0.0002154
537,0.0002147
538,0.0002139
539,0.0002132
540,0.0002125
541,0.0002118
542,0.0002111
543,0.0002104
544,0.0002097
545,0.0002090
546,0.0002083
547,0.0002076
548,0.0002070
549,0.0002063
550,0.0002056
551,0.0002050
552,0.0002043
553,0.0002036
554,0.0002030
555,0.0002023
556,0.0002017
557,0.0002011
558,0.0002004
559,0.0001998
560,0.0001992
561,0.0001986
562,0.0001979
563,0.0001973
564,0.0001967
565,0.0001961
566,0.0001955
567,0.0001949
