,Fi
0,inf
1,0.4252816
2,0.1975473
3,0.1327128
4,0.1008319
5,0.0817197
6,0.0688925
7,0.0596321
8,0.0526096
9,0.0470865
10,0.0426214
11,0.0389326
12,0.0358313
13,0.0331862
14,0.0309026
15,0.0289108
16,0.0271579
17,0.0256033
18,0.0242150
19,0.0229677
20,0.0218409
21,0.0208180
22,0.0198853
23,0.0190314
24,0.0182467
25,0.0175231
26,0.0168538
27,0.0162328
28,0.0156551
29,0.0151163
30,0.0146126
31,0.0141405
32,0.0136972
33,0.0132801
34,0.0128869
35,0.0125154
36,0.0121640
37,0.0118310
38,0.0115150
39,0.0112145
40,0.0109285
41,0.0106559
42,0.0103957
43,0.0101471
44,0.0099093
45,0.0096815
46,0.0094631
47,0.0092535
48,0.0090521
49,0.0088585
50,0.0086722
51,0.0084927
52,0.0083196
53,0.0081527
54,0.0079915
55,0.0078358
56,0.0076852
57,0.0075395
58,0.0073985
59,0.0072619
60,0.0071295
61,0.0070011
62,0.0068766
63,0.0067557
64,0.0066382
65,0.0065241
66,0.0064132
67,0.0063053
68,0.0062003
69,0.0060981
70,0.0059987
71,0.0059018
72,0.0058073
73,0.0057153
74,0.0056255
75,0.0055380
76,0.0054526
77,0.0053692
78,0.0052878
79,0.0052083
80,0.0051307
81,0.0050548
82,0.0049806
83,0.0049081
84,0.0048373
85,0.0047679
86,0.0047001
87,0.0046337
88,0.0045688
89,0.0045052
90,0.0044429
91,0.0043819
92,0.0043222
93,0.0042637
94,0.0042064
95,0.0041502
96,0.0040951
97,0.0040411
98,0.0039881
99,0.0039362
100,0.0038853
101,0.0038353
102,0.0037863
103,0.0037381
104,0.0036909
105,0.0036446
106,0.0035991
107,0.0035544
108,0.0035105
109,0.0034674
110,0.0034251
111,0.0033835
112,0.0033427
113,0.0033025
114,0.0032631
115,0.0032243
116,0.0031862
117,0.0031487
118,0.0031119
119,0.0030757
120,0.0030401
121,0.0030051
122,0.0029706
123,0.0029367
124,0.0029034
125,0.0028706
126,0.0028383
127,0.0028066
128,0.0027753
129,0.0027446
130,0.0027143
131,0.0026845
132,0.0026551
133,0.0026263
134,0.0025978
135,0.0025698
136,0.0025422
137,0.0025151
138,0.0024883
139,0.0024619
140,0.0024360
141,0.0024104
142,0.0023852
143,0.0023604
144,0.0023359
145,0.0023118
146,0.0022880
147,0.0022646
148,0.0022415
149,0.0022188
150,0.0021964
151,0.0021742
152,0.0021524
153,0.0021309
154,0.0021097
155,0.0020888
156,0.0020682
157,0.0020479
158,0.0020278
159,0.0020081
160,0.0019886
161,0.0019693
162,0.0019503
163,0.0019316
164,0.0019131
165,0.0018949
166,0.0018769
167,0.0018591
168,0.0018416
169,0.0018243
170,0.0018073
171,0.0017904
172,0.0017738
173,0.0017574
174,0.0017412
175,0.0017252
176,0.0017094
177,0.0016938
178,0.0016784
179,0.0016632
180,0.0016482
181,0.0016334
182,0.0016188
183,0.0016043
184,0.0015900
185,0.0015760
186,0.0015620
187,0.0015483
188,0.0015347
189,0.0015213
190,0.0015080
191,0.0014949
192,0.0014820
193,0.0014692
194,0.0014566
195,0.0014441
196,0.0014317
197,0.0014196
198,0.0014075
199,0.0013956
200,0.0013838
201,0.0013722
202,0.0013607
203,0.0013494
204,0.0013381
205,0.0013270
206,0.0013161
207,0.0013052
208,0.0012945
209,0.0012839
210,0.0012734
211,0.0012631
212,0.0012528
213,0.0012427
214,0.0012327
