,Fi
0,inf
1,0.4252104
2,0.1973464
3,0.1325788
4,0.1007640
5,0.0816915
6,0.0688899
7,0.0596454
8,0.0526321
9,0.0471134
10,0.0426497
11,0.0389602
12,0.0358571
13,0.0332094
14,0.0309231
15,0.0289284
16,0.0271728
17,0.0256156
18,0.0242250
19,0.0229756
20,0.0218469
21,0.0208224
22,0.0198883
23,0.0190331
24,0.0182474
25,0.0175229
26,0.0168528
27,0.0162312
28,0.0156530
29,0.0151137
30,0.0146096
31,0.0141373
32,0.0136938
33,0.0132765
34,0.0128831
35,0.0125116
36,0.0121602
37,0.0118272
38,0.0115111
39,0.0112107
40,0.0109248
41,0.0106522
42,0.0103922
43,0.0101436
44,0.0099059
45,0.0096782
46,0.0094600
47,0.0092505
48,0.0090493
49,0.0088558
50,0.0086696
51,0.0084902
52,0.0083174
53,0.0081506
54,0.0079895
55,0.0078340
56,0.0076836
57,0.0075381
58,0.0073972
59,0.0072608
60,0.0071285
61,0.0070003
62,0.0068759
63,0.0067551
64,0.0066378
65,0.0065239
66,0.0064131
67,0.0063053
68,0.0062005
69,0.0060985
70,0.0059991
71,0.0059024
72,0.0058081
73,0.0057162
74,0.0056265
75,0.0055391
76,0.0054538
77,0.0053706
78,0.0052893
79,0.0052099
80,0.0051324
81,0.0050566
82,0.0049826
83,0.0049102
84,0.0048394
85,0.0047702
86,0.0047024
87,0.0046362
88,0.0045713
89,0.0045078
90,0.0044456
91,0.0043847
92,0.0043251
93,0.0042666
94,0.0042094
95,0.0041533
96,0.0040982
97,0.0040443
98,0.0039914
99,0.0039396
100,0.0038887
101,0.0038388
102,0.0037898
103,0.0037417
104,0.0036946
105,0.0036483
106,0.0036028
107,0.0035582
108,0.0035144
109,0.0034713
110,0.0034290
111,0.0033875
112,0.0033467
113,0.0033066
114,0.0032672
115,0.0032284
116,0.0031904
117,0.0031529
118,0.0031161
119,0.0030799
120,0.0030444
121,0.0030094
122,0.0029749
123,0.0029411
124,0.0029078
125,0.0028750
126,0.0028427
127,0.0028110
128,0.0027798
129,0.0027490
130,0.0027188
131,0.0026890
132,0.0026597
133,0.0026308
134,0.0026023
135,0.0025743
136,0.0025468
137,0.0025196
138,0.0024929
139,0.0024665
140,0.0024406
141,0.0024150
142,0.0023898
143,0.0023650
144,0.0023405
145,0.0023164
146,0.0022926
147,0.0022692
148,0.0022461
149,0.0022234
150,0.0022009
151,0.0021788
152,0.0021570
153,0.0021355
154,0.0021143
155,0.0020934
156,0.0020728
157,0.0020524
158,0.0020324
159,0.0020126
160,0.0019931
161,0.0019738
162,0.0019548
163,0.0019361
164,0.0019176
165,0.0018994
166,0.0018814
167,0.0018636
168,0.0018461
169,0.0018288
170,0.0018117
171,0.0017948
172,0.0017782
173,0.0017618
174,0.0017455
175,0.0017295
176,0.0017137
177,0.0016981
178,0.0016827
179,0.0016675
180,0.0016525
181,0.0016377
182,0.0016230
183,0.0016085
184,0.0015943
185,0.0015801
186,0.0015662
187,0.0015524
188,0.0015388
189,0.0015254
190,0.0015121
191,0.0014990
192,0.0014860
193,0.0014732
194,0.0014606
195,0.0014481
196,0.0014357
197,0.0014235
198,0.0014115
199,0.0013995
200,0.0013878
201,0.0013761
202,0.0013646
203,0.0013532
204,0.0013420
205,0.0013309
206,0.0013199
207,0.0013090
208,0.0012983
209,0.0012877
210,0.0012772
211,0.0012668
212,0.0012565
213,0.0012464
214,0.0012363
215,0.0012264
216,0.0012166
217,0.0012069
218,0.0011973
219,0.0011878
220,0.0011784
221,0.0011691
222,0.0011599
223,0.0011508
224,0.0011419
225,0.0011330
226,0.0011242
227,0.0011155
228,0.0011069
229,0.0010983
230,0.0010899
231,0.0010816
232,0.0010733
233,0.0010652
234,0.0010571
235,0.0010491
236,0.0010412
237,0.0010334
238,0.0010256
239,0.0010179
240,0.0010104
241,0.0010028
242,0.0009954
243,0.0009881
244,0.0009808
245,0.0009736
246,0.0009664
247,0.0009594
248,0.0009524
249,0.0009455
250,0.0009386
251,0.0009318
252,0.0009251
253,0.0009185
254,0.0009119
255,0.0009054
256,0.0008989
257,0.0008925
258,0.0008862
259,0.0008799
260,0.0008737
261,0.0008676
262,0.0008615
263,0.0008555
264,0.0008495
265,0.0008436
266,0.0008378
267,0.0008320
268,0.0008262
269,0.0008205
270,0.0008149
271,0.0008093
272,0.0008038
273,0.0007983
274,0.0007929
275,0.0007875
276,0.0007822
277,0.0007769
278,0.0007717
279,0.0007665
280,0.0007614
281,0.0007563
282,0.0007513
283,0.0007463
284,0.0007414
285,0.0007365
286,0.0007316
287,0.0007268
288,0.0007220
289,0.0007173
290,0.0007126
291,0.0007080
292,0.0007034
293,0.0006989
294,0.0006944
295,0.0006899
296,0.0006855
297,0.0006811
298,0.0006767
299,0.0006724
300,0.0006681
301,0.0006639
302,0.0006597
303,0.0006555
304,0.0006514
305,0.0006473
306,0.0006432
307,0.0006392
308,0.0006352
309,0.0006313
310,0.0006274
311,0.0006235
312,0.0006196
313,0.0006158
314,0.0006120
315,0.0006083
316,0.0006046
317,0.0006009
318,0.0005972
319,0.0005936
320,0.0005900
321,0.0005864
322,0.0005829
323,0.0005794
324,0.0005759
325,0.0005725
326,0.0005691
327,0.0005657
328,0.0005623
329,0.0005590
330,0.0005557
331,0.0005524
332,0.0005492
333,0.0005459
334,0.0005427
335,0.0005396
336,0.0005364
337,0.0005333
338,0.0005302
339,0.0005271
340,0.0005241
341,0.0005211
342,0.0005181
343,0.0005151
344,0.0005122
345,0.0005093
346,0.0005064
347,0.0005035
348,0.0005006
349,0.0004978
350,0.0004950
351,0.0004922
352,0.0004894
353,0.0004867
354,0.0004840
355,0.0004813
356,0.0004786
357,0.0004760
358,0.0004733
359,0.0004707
360,0.0004681
361,0.0004656
362,0.0004630
363,0.0004605
364,0.0004580
365,0.0004555
366,0.0004530
367,0.0004506
368,0.0004481
369,0.0004457
370,0.0004433
371,0.0004409
372,0.0004386
373,0.0004362
374,0.0004339
375,0.0004316
376,0.0004293
377,0.0004271
378,0.0004248
379,0.0004226
380,0.0004204
381,0.0004182
382,0.0004160
383,0.0004138
384,0.0004117
385,0.0004095
386,0.0004074
387,0.0004053
388,0.0004032
389,0.0004012
390,0.0003991
391,0.0003971
392,0.0003950
393,0.0003930
394,0.0003910
395,0.0003891
396,0.0003871
397,0.0003852
398,0.0003832
399,0.0003813
400,0.0003794
401,0.0003775
402,0.0003756
403,0.0003738
404,0.0003719
405,0.0003701
406,0.0003683
407,0.0003665
408,0.0003647
409,0.0003629
410,0.0003611
411,0.0003594
412,0.0003576
413,0.0003559
414,0.0003542
415,0.0003525
416,0.0003508
417,0.0003491
418,0.0003474
419,0.0003458
420,0.0003441
421,0.0003425
422,0.0003409
423,0.0003393
424,0.0003377
425,0.0003361
426,0.0003345
427,0.0003330
428,0.0003314
429,0.0003299
430,0.0003283
431,0.0003268
432,0.0003253
433,0.0003238
434,0.0003223
435,0.0003209
436,0.0003194
437,0.0003180
438,0.0003165
439,0.0003151
440,0.0003137
441,0.0003123
442,0.0003109
443,0.0003095
444,0.0003081
445,0.0003067
446,0.0003054
447,0.0003040
448,0.0003027
449,0.0003013
450,0.0003000
451,0.0002987
452,0.0002974
453,0.0002961
454,0.0002948
455,0.0002935
456,0.0002923
457,0.0002910
458,0.0002898
459,0.0002885
460,0.0002873
461,0.0002861
462,0.0002849
463,0.0002836
464,0.0002824
465,0.0002813
466,0.0002801
467,0.0002789
468,0.0002777
469,0.0002766
470,0.0002754
471,0.0002743
472,0.0002732
473,0.0002720
474,0.0002709
475,0.0002698
476,0.0002687
477,0.0002676
478,0.0002665
479,0.0002655
480,0.0002644
481,0.0002633
482,0.0002623
483,0.0002612
484,0.0002602
485,0.0002592
486,0.0002581
487,0.0002571
488,0.0002561
489,0.0002551
490,0.0002541
491,0.0002531
492,0.0002521
493,0.0002511
494,0.0002502
495,0.0002492
496,0.0002482
497,0.0002473
498,0.0002463
499,0.0002454
500,0.0002445
501,0.0002436
502,0.0002426
503,0.0002417
504,0.0002408
505,0.0002399
506,0.0002390
507,0.0002381
508,0.0002373
509,0.0002364
510,0.0002355
511,0.0002346
512,0.0002338
513,0.0002329
514,0.0002321
515,0.0002312
516,0.0002304
517,0.0002296
518,0.0002288
519,0.0002279
520,0.0002271
521,0.0002263
522,0.0002255
523,0.0002247
524,0.0002239
525,0.0002232
526,0.0002224
527,0.0002216
528,0.0002208
529,0.0002201
530,0.0002193
531,0.0002186
532,0.0002178
533,0.0002171
534,0.0002163
535,0.0002156
536,0.0002149
537,0.0002141
538,0.0002134
539,0.0002127
540,0.0002120
541,0.0002113
542,0.0002106
543,0.0002099
544,0.0002092
545,0.0002085
546,0.0002078
547,0.0002072
548,0.0002065
549,0.0002058
550,0.0002052
551,0.0002045
552,0.0002038
553,0.0002032
554,0.0002025
555,0.0002019
556,0.0002013
557,0.0002006
558,0.0002000
559,0.0001994
560,0.0001988
561,0.0001981
562,0.0001975
563,0.0001969
564,0.0001963
565,0.0001957
566,0.0001951
567,0.0001945
568,0.0001939
569,0.0001933
570,0.0001928
571,0.0001922
572,0.0001916
573,0.0001910
574,0.0001905
575,0.0001899
576,0.0001894
577,0.0001888
578,0.0001883
579,0.0001877
580,0.0001872
581,0.0001866
582,0.0001861
583,0.0001856
584,0.0001850
